episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,custom_metrics/num_aircraft_out_of_bounds_metric_mean,custom_metrics/num_aircraft_out_of_bounds_metric_min,custom_metrics/num_aircraft_out_of_bounds_metric_max,custom_metrics/num_aircraft_at_target_metric_mean,custom_metrics/num_aircraft_at_target_metric_min,custom_metrics/num_aircraft_at_target_metric_max,custom_metrics/num_correct_heading_metric_mean,custom_metrics/num_correct_heading_metric_min,custom_metrics/num_correct_heading_metric_max,custom_metrics/num_aircraft_not_at_target_neither_out_of_bounds_metric_mean,custom_metrics/num_aircraft_not_at_target_neither_out_of_bounds_metric_min,custom_metrics/num_aircraft_not_at_target_neither_out_of_bounds_metric_max,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_env_wait_ms,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/allreduce_latency,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
-0.2395674829063299,-0.2395674829063299,-0.2395674829063299,144.0,1,3,4800,False,1,1,b6b19746e202448a871d3fc8eb48c2de,2021-04-14_12-57-30,1618397850,19.704051971435547,19.704051971435547,6494,walters-mac,192.168.1.238,19.704051971435547,0,1,0.0,0,0,1.0,1,1,0.0,0,0,0.0,0,0,[-0.2395674829063299],[144],16.085515295775455,4.3658752393841445,1.5198702824086026,0.15936052412760823,8912.392,538.576,10782.054,445.184,5.614,4800,4800,60.206896551724135,57.34137931034482,0.0,0.20000000000000004,4.999999999999999e-05,0.4420626692866024,-0.029692533475003745,0.46705940993208633,-0.011006498,0.023478989097240725,3.5603092218700207,0.0
-0.2395674829063299,-15.747056721359193,-10.427252594783473,513.5,5,3,9600,False,6,2,b6b19746e202448a871d3fc8eb48c2de,2021-04-14_12-57-52,1618397872,22.481747150421143,42.18579912185669,6494,walters-mac,192.168.1.238,42.18579912185669,0,2,0.5,0,1,0.5,0,1,0.16666666666666666,0,1,0.0,0,0,"[-15.747056721359193, -11.888322957101497, -11.396082926038526, -13.049873776868411, -10.242611704426881, -0.2395674829063299]","[421, 427, 764, 605, 720, 144]",20.319792982188197,4.045950001794199,1.966103047070234,0.18685932579688458,11810.005,406.435,9274.884,517.527,3.832,9600,9600,63.368750000000006,58.278125,0.0,0.30000000000000016,4.999999999999999e-05,0.4113501776990138,-0.03283534718579367,0.43668399672759206,0.30814043,0.025005075002187176,3.540923783653661,0.0
0.669736851914864,-30.317469548308587,-14.722255351111059,743.9375,10,3,14400,False,16,3,b6b19746e202448a871d3fc8eb48c2de,2021-04-14_12-58-12,1618397892,19.506821870803833,61.69262099266052,6494,walters-mac,192.168.1.238,61.69262099266052,0,3,0.3125,0,1,0.375,0,1,0.0625,0,1,0.3125,0,1,"[-5.172238618440193, 0.669736851914864, -28.52924836270349, -27.368009485765057, -20.610593401274553, 0.4399153664970682, -30.173252495004892, -30.317469548308587, -18.129065708683935, -13.802344647307349, -0.2395674829063299, -15.747056721359193, -11.888322957101497, -11.396082926038526, -13.049873776868411, -10.242611704426881]","[436, 58, 1113, 1124, 1200, 91, 1200, 1200, 1200, 1200, 144, 421, 427, 764, 605, 720]",20.500212188432634,4.716672126786309,1.999089517628227,0.18617412971295672,11846.183,405.194,8710.538,551.057,3.165,14400,14400,59.737037037037034,58.377777777777766,0.0,0.44999999999999996,4.999999999999999e-05,0.13748695515096188,-0.028049622368263572,0.1583912027509589,0.73245466,0.01587860911202274,3.530892848968506,0.0
0.669736851914864,-30.317469548308587,-14.253399580948102,723.0588235294117,1,3,19200,False,17,4,b6b19746e202448a871d3fc8eb48c2de,2021-04-14_12-58-31,1618397911,19.338577032089233,81.03119802474976,6494,walters-mac,192.168.1.238,81.03119802474976,0,4,0.35294117647058826,0,1,0.35294117647058826,0,1,0.058823529411764705,0,1,0.29411764705882354,0,1,"[-6.751707258340779, -0.2395674829063299, -15.747056721359193, -11.888322957101497, -11.396082926038526, -13.049873776868411, -10.242611704426881, -5.172238618440193, 0.669736851914864, -28.52924836270349, -27.368009485765057, -20.610593401274553, 0.4399153664970682, -30.173252495004892, -30.317469548308587, -18.129065708683935, -13.802344647307349]","[389, 144, 421, 427, 764, 605, 720, 436, 58, 1113, 1124, 1200, 91, 1200, 1200, 1200, 1200]",20.540718168307734,4.694235770921782,2.0019082788507383,0.18661313012192715,11624.941,412.905,8625.603,556.483,2.86,19200,19200,62.84999999999999,58.78214285714286,0.0,0.44999999999999996,4.999999999999999e-05,0.07179535940093429,-0.03022616787960655,0.09347074204369595,0.7446525,0.019001751549934085,3.4994715452194214,0.0
0.669736851914864,-30.317469548308587,-16.22255954037634,792.9047619047619,4,3,24000,False,21,5,b6b19746e202448a871d3fc8eb48c2de,2021-04-14_12-58-55,1618397935,23.940619945526123,104.97181797027588,6494,walters-mac,192.168.1.238,104.97181797027588,0,5,0.2857142857142857,0,1,0.3333333333333333,0,1,0.047619047619047616,0,1,0.38095238095238093,0,1,"[-13.9194624413419, -29.773938989841987, -25.26561595781003, -29.406940082791554, -0.2395674829063299, -15.747056721359193, -11.888322957101497, -11.396082926038526, -13.049873776868411, -10.242611704426881, -5.172238618440193, 0.669736851914864, -28.52924836270349, -27.368009485765057, -20.610593401274553, 0.4399153664970682, -30.173252495004892, -30.317469548308587, -18.129065708683935, -13.802344647307349, -6.751707258340779]","[759, 1200, 1200, 1200, 144, 421, 427, 764, 605, 720, 436, 58, 1113, 1124, 1200, 91, 1200, 1200, 1200, 1200, 389]",20.961892817705255,4.615916551809657,2.056282973649195,0.18674348312244207,12474.581,384.782,8512.639,563.867,2.734,24000,24000,76.98529411764707,59.097058823529416,0.0,0.44999999999999996,4.999999999999999e-05,0.05683360403207572,-0.035670405302784945,0.08438907867591632,0.80321234,0.018033179993692198,3.485996917674416,0.0
0.669736851914864,-30.317469548308587,-17.605210367334916,894.6785714285714,7,3,28800,False,28,6,b6b19746e202448a871d3fc8eb48c2de,2021-04-14_12-59-17,1618397957,22.33647918701172,127.3082971572876,6494,walters-mac,192.168.1.238,127.3082971572876,0,6,0.21428571428571427,0,1,0.25,0,1,0.03571428571428571,0,1,0.5357142857142857,0,1,"[-24.167352112499636, -14.121140399110393, -24.15001500175995, -25.711693945726836, -14.518452974449346, -23.24257057912747, -26.36091492480073, -0.2395674829063299, -15.747056721359193, -11.888322957101497, -11.396082926038526, -13.049873776868411, -10.242611704426881, -5.172238618440193, 0.669736851914864, -28.52924836270349, -27.368009485765057, -20.610593401274553, 0.4399153664970682, -30.173252495004892, -30.317469548308587, -18.129065708683935, -13.802344647307349, -6.751707258340779, -13.9194624413419, -29.773938989841987, -25.26561595781003, -29.406940082791554]","[1200, 1200, 1200, 1200, 1200, 1200, 1200, 144, 421, 427, 764, 605, 720, 436, 58, 1113, 1124, 1200, 91, 1200, 1200, 1200, 1200, 389, 759, 1200, 1200, 1200]",21.586250202618775,4.5706677432971405,2.1282585421385996,0.19068438330261045,12906.652,371.901,8304.447,578.004,2.53,28800,28800,61.45625,58.971875,0.0,0.44999999999999996,4.999999999999999e-05,0.08408107662475423,-0.025032346725071732,0.10273637289279386,0.7812389,0.014171223744357886,3.4735833908382214,0.0
0.669736851914864,-30.317469548308587,-16.075489924030993,859.060606060606,5,3,33600,False,33,7,b6b19746e202448a871d3fc8eb48c2de,2021-04-14_12-59-34,1618397974,17.06590700149536,144.37420415878296,6494,walters-mac,192.168.1.238,144.37420415878296,0,7,0.18181818181818182,0,1,0.3333333333333333,0,1,0.030303030303030304,0,1,0.48484848484848486,0,1,"[-6.0121974362302595, -5.7674308246168335, -16.955094737386453, -7.766137042115599, -1.0444171672960918, -0.2395674829063299, -15.747056721359193, -11.888322957101497, -11.396082926038526, -13.049873776868411, -10.242611704426881, -5.172238618440193, 0.669736851914864, -28.52924836270349, -27.368009485765057, -20.610593401274553, 0.4399153664970682, -30.173252495004892, -30.317469548308587, -18.129065708683935, -13.802344647307349, -6.751707258340779, -13.9194624413419, -29.773938989841987, -25.26561595781003, -29.406940082791554, -24.167352112499636, -14.121140399110393, -24.15001500175995, -25.711693945726836, -14.518452974449346, -23.24257057912747, -26.36091492480073]","[793, 517, 1200, 591, 197, 144, 421, 427, 764, 605, 720, 436, 58, 1113, 1124, 1200, 91, 1200, 1200, 1200, 1200, 389, 759, 1200, 1200, 1200, 1200, 1200, 1200, 1200, 1200, 1200, 1200]",21.765471157216083,4.548812072800699,2.1450236599408257,0.19156626935205853,12509.309,383.714,8108.768,591.952,2.386,33600,33600,65.0,58.99583333333334,0.0,0.44999999999999996,4.999999999999999e-05,0.05755222250560397,-0.02627498181046624,0.07725202066725806,0.9003093,0.01461151499595297,3.451800954969306,0.0
0.669736851914864,-30.317469548308587,-15.815164901169927,858.1621621621622,4,3,38400,False,37,8,b6b19746e202448a871d3fc8eb48c2de,2021-04-14_12-59-57,1618397997,22.665790796279907,167.03999495506287,6494,walters-mac,192.168.1.238,167.03999495506287,0,8,0.1891891891891892,0,1,0.32432432432432434,0,1,0.02702702702702703,0,1,0.4864864864864865,0,1,"[-20.797497691379956, -5.469367484335343, -20.155129869651724, -8.247938804897585, -0.2395674829063299, -15.747056721359193, -11.888322957101497, -11.396082926038526, -13.049873776868411, -10.242611704426881, -5.172238618440193, 0.669736851914864, -28.52924836270349, -27.368009485765057, -20.610593401274553, 0.4399153664970682, -30.173252495004892, -30.317469548308587, -18.129065708683935, -13.802344647307349, -6.751707258340779, -13.9194624413419, -29.773938989841987, -25.26561595781003, -29.406940082791554, -24.167352112499636, -14.121140399110393, -24.15001500175995, -25.711693945726836, -14.518452974449346, -23.24257057912747, -26.36091492480073, -6.0121974362302595, -5.7674308246168335, -16.955094737386453, -7.766137042115599, -1.0444171672960918]","[1200, 608, 1200, 395, 144, 421, 427, 764, 605, 720, 436, 58, 1113, 1124, 1200, 91, 1200, 1200, 1200, 1200, 389, 759, 1200, 1200, 1200, 1200, 1200, 1200, 1200, 1200, 1200, 1200, 793, 517, 1200, 591, 197]",21.932749704214526,4.528315158876805,2.1710849273845008,0.19148061097543914,12743.6,376.66,8129.561,590.438,2.332,38400,38400,73.54374999999999,59.034375,0.0,0.44999999999999996,4.999999999999999e-05,0.04599304962903261,-0.03360261822021321,0.07224393234049019,0.85042936,0.016337190852745584,3.4633178522712305,0.0
0.669736851914864,-30.317469548308587,-16.479925348907873,894.4090909090909,7,3,43200,False,44,9,b6b19746e202448a871d3fc8eb48c2de,2021-04-14_13-00-16,1618398016,19.238142013549805,186.27813696861267,6494,walters-mac,192.168.1.238,186.27813696861267,0,9,0.20454545454545456,0,1,0.2727272727272727,0,1,0.022727272727272728,0,1,0.5227272727272727,0,1,"[-22.18339053441819, -29.79984765772363, -17.747400952969652, -19.248131709194293, -6.902003418658072, -23.5192340684253, -20.555605667269962, -0.2395674829063299, -15.747056721359193, -11.888322957101497, -11.396082926038526, -13.049873776868411, -10.242611704426881, -5.172238618440193, 0.669736851914864, -28.52924836270349, -27.368009485765057, -20.610593401274553, 0.4399153664970682, -30.173252495004892, -30.317469548308587, -18.129065708683935, -13.802344647307349, -6.751707258340779, -13.9194624413419, -29.773938989841987, -25.26561595781003, -29.406940082791554, -24.167352112499636, -14.121140399110393, -24.15001500175995, -25.711693945726836, -14.518452974449346, -23.24257057912747, -26.36091492480073, -6.0121974362302595, -5.7674308246168335, -16.955094737386453, -7.766137042115599, -1.0444171672960918, -20.797497691379956, -5.469367484335343, -20.155129869651724, -8.247938804897585]","[1200, 1200, 1200, 1200, 418, 1184, 1200, 144, 421, 427, 764, 605, 720, 436, 58, 1113, 1124, 1200, 91, 1200, 1200, 1200, 1200, 389, 759, 1200, 1200, 1200, 1200, 1200, 1200, 1200, 1200, 1200, 1200, 793, 517, 1200, 591, 197, 1200, 608, 1200, 395]",22.130662722639713,4.51611453516305,2.1996242060389375,0.19125879462125653,12686.419,378.357,8004.301,599.678,2.257,43200,43200,67.37142857142858,58.907142857142865,0.0,0.44999999999999996,4.999999999999999e-05,0.04272762308583448,-0.02799913323925514,0.06339799602957148,0.7449959,0.016286132023914865,3.4392168647364567,0.0
0.669736851914864,-30.317469548308587,-15.576918912610822,867.9,6,3,48000,False,50,10,b6b19746e202448a871d3fc8eb48c2de,2021-04-14_13-00-35,1618398035,18.14411997795105,204.42225694656372,6494,walters-mac,192.168.1.238,204.42225694656372,0,10,0.2,0,1,0.3,0,1,0.02,0,1,0.5,0,1,"[-5.475263033391148, -0.2991005727440246, -3.811392629464721, -19.03994541615778, -17.851670281399983, -7.251858345436922, -0.2395674829063299, -15.747056721359193, -11.888322957101497, -11.396082926038526, -13.049873776868411, -10.242611704426881, -5.172238618440193, 0.669736851914864, -28.52924836270349, -27.368009485765057, -20.610593401274553, 0.4399153664970682, -30.173252495004892, -30.317469548308587, -18.129065708683935, -13.802344647307349, -6.751707258340779, -13.9194624413419, -29.773938989841987, -25.26561595781003, -29.406940082791554, -24.167352112499636, -14.121140399110393, -24.15001500175995, -25.711693945726836, -14.518452974449346, -23.24257057912747, -26.36091492480073, -6.0121974362302595, -5.7674308246168335, -16.955094737386453, -7.766137042115599, -1.0444171672960918, -20.797497691379956, -5.469367484335343, -20.155129869651724, -8.247938804897585, -22.18339053441819, -29.79984765772363, -17.747400952969652, -19.248131709194293, -6.902003418658072, -23.5192340684253, -20.555605667269962]","[689, 162, 390, 1200, 1200, 400, 144, 421, 427, 764, 605, 720, 436, 58, 1113, 1124, 1200, 91, 1200, 1200, 1200, 1200, 389, 759, 1200, 1200, 1200, 1200, 1200, 1200, 1200, 1200, 1200, 1200, 793, 517, 1200, 591, 197, 1200, 608, 1200, 395, 1200, 1200, 1200, 1200, 418, 1184, 1200]",22.223964613116713,4.468912641819037,2.210101353005551,0.19167460372544148,12409.191,386.81,8026.122,598.047,2.201,48000,48000,64.56538461538462,58.93461538461539,0.0,0.44999999999999996,4.999999999999999e-05,0.09474386370397712,-0.028516965256513732,0.11555690984976918,0.8653714,0.017119819249369596,3.403075048798009,0.0
