episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,custom_metrics/num_aircraft_out_of_bounds_metric_mean,custom_metrics/num_aircraft_out_of_bounds_metric_min,custom_metrics/num_aircraft_out_of_bounds_metric_max,custom_metrics/num_aircraft_at_target_metric_mean,custom_metrics/num_aircraft_at_target_metric_min,custom_metrics/num_aircraft_at_target_metric_max,custom_metrics/num_correct_heading_metric_mean,custom_metrics/num_correct_heading_metric_min,custom_metrics/num_correct_heading_metric_max,custom_metrics/num_aircraft_not_at_target_neither_out_of_bounds_metric_mean,custom_metrics/num_aircraft_not_at_target_neither_out_of_bounds_metric_min,custom_metrics/num_aircraft_not_at_target_neither_out_of_bounds_metric_max,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_env_wait_ms,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,info/num_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/allreduce_latency,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
-0.5351979877184816,-6.961333922996024,-4.283752352482446,386.6666666666667,3,0,4000,False,3,1,69530db59ac44761b94f3566c9846fd5,2021-04-14_14-01-26,1618401686,26.592080116271973,26.592080116271973,7943,walters-mac,192.168.1.238,26.592080116271973,0,1,0.3333333333333333,0,1,0.6666666666666666,0,1,0.0,0,0,0.0,0,0,"[-0.5351979877184816, -5.354725146732832, -6.961333922996024]","[163, 412, 585]",15.122539156324024,2.7294780586387493,1.5563643300211751,0.10996360283393365,19548.383,204.621,7042.657,567.967,4000,4000,40.863157894736844,58.94473684210528,0.0,0.2,5e-05,554.217752456665,-0.02485623862594366,554.2376222610474,-0.025345681,0.024943287135101855,3.5590484514832497,0.0
0.4302079610905294,-28.78523034797888,-12.908325451521055,674.8,7,0,8000,False,10,2,69530db59ac44761b94f3566c9846fd5,2021-04-14_14-01-48,1618401708,21.945525884628296,48.53760600090027,7943,walters-mac,192.168.1.238,48.53760600090027,0,2,0.3,0,1,0.4,0,1,0.0,0,0,0.3,0,1,"[-24.850395448154945, 0.4302079610905294, -21.647289389376503, -28.78523034797888, -12.456081840087819, -25.314836204222335, -3.6083721890332514, -0.5351979877184816, -5.354725146732832, -6.961333922996024]","[1092, 87, 1200, 1200, 447, 1200, 362, 163, 412, 585]",13.775693130166449,2.987361052199309,1.418166734939875,0.10244901555186611,17771.991,225.073,6495.815,615.781,8000,8000,31.85625,58.840625,0.0,0.30000000000000004,5e-05,32.86858785152435,-0.03428989584790543,32.89153254032135,0.2945009,0.03781859530135989,3.5237017944455147,0.0
0.4302079610905294,-28.78523034797888,-14.07382171637603,677.2307692307693,3,0,12000,False,13,3,69530db59ac44761b94f3566c9846fd5,2021-04-14_14-02-07,1618401727,19.339069366455078,67.87667536735535,7943,walters-mac,192.168.1.238,67.87667536735535,0,3,0.38461538461538464,0,1,0.3076923076923077,0,1,0.0,0,0,0.3076923076923077,0,1,"[-15.214333002789918, -22.78397904646166, -15.878115748426264, -0.5351979877184816, -5.354725146732832, -6.961333922996024, -24.850395448154945, 0.4302079610905294, -21.647289389376503, -28.78523034797888, -12.456081840087819, -25.314836204222335, -3.6083721890332514]","[434, 1200, 422, 163, 412, 585, 1092, 87, 1200, 1200, 447, 1200, 362]",13.441439348185163,2.8971949358024087,1.3864695104261118,0.10047342890686271,16312.168,245.216,6312.425,633.671,12000,12000,28.781481481481478,58.74444444444445,0.0,0.45000000000000007,5e-05,2.5073052160441875,-0.03320974443340674,2.5287077575922012,0.52778876,0.026238132442813367,3.4886768758296967,0.0
0.4302079610905294,-35.801102222165454,-17.455466072787175,800.2352941176471,4,0,16000,False,17,4,69530db59ac44761b94f3566c9846fd5,2021-04-14_14-02-28,1618401748,20.220650911331177,88.09732627868652,7943,walters-mac,192.168.1.238,88.09732627868652,0,4,0.29411764705882354,0,1,0.23529411764705882,0,1,0.0,0,0,0.47058823529411764,0,1,"[-35.801102222165454, -20.613781495223833, -21.579243014123715, -35.78911419298064, -0.5351979877184816, -5.354725146732832, -6.961333922996024, -24.850395448154945, 0.4302079610905294, -21.647289389376503, -28.78523034797888, -12.456081840087819, -25.314836204222335, -3.6083721890332514, -15.214333002789918, -22.78397904646166, -15.878115748426264]","[1200, 1200, 1200, 1200, 163, 412, 585, 1092, 87, 1200, 1200, 447, 1200, 362, 434, 1200, 422]",13.086081333234612,2.813362958281061,1.3530800187514502,0.09837881654669964,15820.184,252.842,6203.189,644.83,16000,16000,30.044827586206896,58.62413793103446,0.0,0.675,5e-05,9.153798133134842,-0.025063344422960654,9.169290766119957,0.29525614,0.014178773242747411,3.466258630156517,0.0
0.4302079610905294,-35.801102222165454,-17.700188699130603,855.6363636363636,5,0,20000,False,22,5,69530db59ac44761b94f3566c9846fd5,2021-04-14_14-02-48,1618401768,20.60994791984558,108.7072741985321,7943,walters-mac,192.168.1.238,108.7072741985321,0,5,0.2727272727272727,0,1,0.18181818181818182,0,1,0.0,0,0,0.5454545454545454,0,1,"[-22.28712276610457, -20.083358852286388, -7.284464751885218, -20.1860816519664, -22.82020012124866, -0.5351979877184816, -5.354725146732832, -6.961333922996024, -24.850395448154945, 0.4302079610905294, -21.647289389376503, -28.78523034797888, -12.456081840087819, -25.314836204222335, -3.6083721890332514, -15.214333002789918, -22.78397904646166, -15.878115748426264, -35.801102222165454, -20.613781495223833, -21.579243014123715, -35.78911419298064]","[1200, 1200, 420, 1200, 1200, 163, 412, 585, 1092, 87, 1200, 1200, 447, 1200, 362, 434, 1200, 422, 1200, 1200, 1200, 1200]",12.76759174160037,2.7588458025508498,1.3245715855132376,0.09653918963569509,15587.277,256.62,6153.199,650.068,20000,20000,30.02758620689655,58.451724137931016,0.0,0.675,5e-05,9.266106516122818,-0.022557284362846985,9.28147380053997,0.09610708,0.010652002994902432,3.4618378654122353,0.0
0.4302079610905294,-35.801102222165454,-16.11973021208696,817.1111111111111,5,0,24000,False,27,6,69530db59ac44761b94f3566c9846fd5,2021-04-14_14-03-08,1618401788,20.191654205322266,128.89892840385437,7943,walters-mac,192.168.1.238,128.89892840385437,0,6,0.25925925925925924,0,1,0.25925925925925924,0,1,0.037037037037037035,0,1,0.48148148148148145,0,1,"[-10.052210333634262, -4.1533296180988675, -5.769095649648666, -25.514047405609674, -0.3398813384832291, -0.5351979877184816, -5.354725146732832, -6.961333922996024, -24.850395448154945, 0.4302079610905294, -21.647289389376503, -28.78523034797888, -12.456081840087819, -25.314836204222335, -3.6083721890332514, -15.214333002789918, -22.78397904646166, -15.878115748426264, -35.801102222165454, -20.613781495223833, -21.579243014123715, -35.78911419298064, -22.28712276610457, -20.083358852286388, -7.284464751885218, -20.1860816519664, -22.82020012124866]","[405, 584, 867, 1200, 182, 163, 412, 585, 1092, 87, 1200, 1200, 447, 1200, 362, 434, 1200, 422, 1200, 1200, 1200, 1200, 1200, 1200, 420, 1200, 1200]",12.535941577991375,2.7180219432163764,1.303798759256913,0.09526328766486285,15367.551,260.289,6114.618,654.17,24000,24000,33.84137931034483,58.713793103448275,0.0,0.675,5e-05,765.003050327301,-0.029480872704880312,765.0262317657471,0.07482851,0.009321371180703864,3.4548840522766113,0.0
0.4302079610905294,-35.801102222165454,-16.7371431921876,829.34375,5,0,28000,False,32,7,69530db59ac44761b94f3566c9846fd5,2021-04-14_14-03-33,1618401813,24.831196308135986,153.73012471199036,7943,walters-mac,192.168.1.238,153.73012471199036,0,7,0.34375,0,1,0.25,0,1,0.03125,0,1,0.40625,0,1,"[-6.611880831780933, -33.59188208855571, -24.315843260185797, -28.111010410113817, -7.725249833018917, -0.5351979877184816, -5.354725146732832, -6.961333922996024, -24.850395448154945, 0.4302079610905294, -21.647289389376503, -28.78523034797888, -12.456081840087819, -25.314836204222335, -3.6083721890332514, -15.214333002789918, -22.78397904646166, -15.878115748426264, -35.801102222165454, -20.613781495223833, -21.579243014123715, -35.78911419298064, -22.28712276610457, -20.083358852286388, -7.284464751885218, -20.1860816519664, -22.82020012124866, -10.052210333634262, -4.1533296180988675, -5.769095649648666, -25.514047405609674, -0.3398813384832291]","[508, 1177, 1192, 1133, 467, 163, 412, 585, 1092, 87, 1200, 1200, 447, 1200, 362, 434, 1200, 422, 1200, 1200, 1200, 1200, 1200, 1200, 420, 1200, 1200, 405, 584, 867, 1200, 182]",12.452916527011144,2.692658088609276,1.2891909228430378,0.09439383926887386,15870.282,252.043,6090.153,656.798,28000,28000,33.394285714285715,58.36,0.0,0.675,5e-05,87.15578162670135,-0.02978112339042127,87.17704927921295,0.18483678,0.012616326072020456,3.3967316523194313,0.0
0.4302079610905294,-35.801102222165454,-17.596815723713533,852.8055555555555,4,0,32000,False,36,8,69530db59ac44761b94f3566c9846fd5,2021-04-14_14-03-54,1618401834,20.69386601448059,174.42399072647095,7943,walters-mac,192.168.1.238,174.42399072647095,0,8,0.3055555555555556,0,1,0.25,0,1,0.027777777777777776,0,1,0.4444444444444444,0,1,"[-8.370144204979377, -31.808471904966957, -28.639197665927146, -29.078970127810546, -0.5351979877184816, -5.354725146732832, -6.961333922996024, -24.850395448154945, 0.4302079610905294, -21.647289389376503, -28.78523034797888, -12.456081840087819, -25.314836204222335, -3.6083721890332514, -15.214333002789918, -22.78397904646166, -15.878115748426264, -35.801102222165454, -20.613781495223833, -21.579243014123715, -35.78911419298064, -22.28712276610457, -20.083358852286388, -7.284464751885218, -20.1860816519664, -22.82020012124866, -10.052210333634262, -4.1533296180988675, -5.769095649648666, -25.514047405609674, -0.3398813384832291, -6.611880831780933, -33.59188208855571, -24.315843260185797, -28.111010410113817, -7.725249833018917]","[562, 1200, 1200, 1200, 163, 412, 585, 1092, 87, 1200, 1200, 447, 1200, 362, 434, 1200, 422, 1200, 1200, 1200, 1200, 1200, 1200, 420, 1200, 1200, 405, 584, 867, 1200, 182, 508, 1177, 1192, 1133, 467]",12.391250994260076,2.674096460869952,1.279972897485206,0.0938821192849206,15729.159,254.305,6072.816,658.673,32000,32000,35.190000000000005,58.27000000000001,0.0,0.675,5e-05,27.854443073272705,-0.013336575560970232,27.860972225666046,0.29112002,0.010085390211315826,3.4165801629424095,0.0
0.4302079610905294,-35.801102222165454,-16.813916922360693,818.4761904761905,6,0,36000,False,42,9,69530db59ac44761b94f3566c9846fd5,2021-04-14_14-04-24,1618401864,30.212602138519287,204.63659286499023,7943,walters-mac,192.168.1.238,204.63659286499023,0,9,0.30952380952380953,0,1,0.2857142857142857,0,1,0.023809523809523808,0,1,0.40476190476190477,0,1,"[-1.7197919749622468, -8.15422652910722, -13.512441899454112, -27.092348858655924, -7.635477422426444, -14.584858000856055, -0.5351979877184816, -5.354725146732832, -6.961333922996024, -24.850395448154945, 0.4302079610905294, -21.647289389376503, -28.78523034797888, -12.456081840087819, -25.314836204222335, -3.6083721890332514, -15.214333002789918, -22.78397904646166, -15.878115748426264, -35.801102222165454, -20.613781495223833, -21.579243014123715, -35.78911419298064, -22.28712276610457, -20.083358852286388, -7.284464751885218, -20.1860816519664, -22.82020012124866, -10.052210333634262, -4.1533296180988675, -5.769095649648666, -25.514047405609674, -0.3398813384832291, -6.611880831780933, -33.59188208855571, -24.315843260185797, -28.111010410113817, -7.725249833018917, -8.370144204979377, -31.808471904966957, -28.639197665927146, -29.078970127810546]","[266, 592, 817, 1200, 394, 406, 163, 412, 585, 1092, 87, 1200, 1200, 447, 1200, 362, 434, 1200, 422, 1200, 1200, 1200, 1200, 1200, 1200, 420, 1200, 1200, 405, 584, 867, 1200, 182, 508, 1177, 1192, 1133, 467, 562, 1200, 1200, 1200]",12.375470545915343,2.669643469486538,1.27688179366439,0.09425674259437493,16288.054,245.579,6448.247,620.324,36000,36000,57.5906976744186,58.81395348837209,0.0,0.675,5e-05,139.84090924263,-0.03233162424294278,139.86397099494934,0.01191536,0.013732153689488769,3.3792501986026764,0.0
0.4302079610905294,-41.714681056046395,-17.170873098149578,808.4468085106383,5,0,40000,False,47,10,69530db59ac44761b94f3566c9846fd5,2021-04-14_14-04-59,1618401899,34.685198068618774,239.321790933609,7943,walters-mac,192.168.1.238,239.321790933609,0,10,0.2978723404255319,0,1,0.2978723404255319,0,1,0.02127659574468085,0,1,0.40425531914893614,0,1,"[-3.282150737320366, -14.675157727600752, -36.79075284151453, -4.383782511399147, -41.714681056046395, -0.5351979877184816, -5.354725146732832, -6.961333922996024, -24.850395448154945, 0.4302079610905294, -21.647289389376503, -28.78523034797888, -12.456081840087819, -25.314836204222335, -3.6083721890332514, -15.214333002789918, -22.78397904646166, -15.878115748426264, -35.801102222165454, -20.613781495223833, -21.579243014123715, -35.78911419298064, -22.28712276610457, -20.083358852286388, -7.284464751885218, -20.1860816519664, -22.82020012124866, -10.052210333634262, -4.1533296180988675, -5.769095649648666, -25.514047405609674, -0.3398813384832291, -6.611880831780933, -33.59188208855571, -24.315843260185797, -28.111010410113817, -7.725249833018917, -8.370144204979377, -31.808471904966957, -28.639197665927146, -29.078970127810546, -1.7197919749622468, -8.15422652910722, -13.512441899454112, -27.092348858655924, -7.635477422426444, -14.584858000856055]","[399, 397, 1200, 425, 1200, 163, 412, 585, 1092, 87, 1200, 1200, 447, 1200, 362, 434, 1200, 422, 1200, 1200, 1200, 1200, 1200, 1200, 420, 1200, 1200, 405, 584, 867, 1200, 182, 508, 1177, 1192, 1133, 467, 562, 1200, 1200, 1200, 266, 592, 817, 1200, 394, 406]",12.44106254403618,2.6747583551197915,1.2816951590140155,0.09492672395904635,17142.333,233.34,6788.711,589.213,40000,40000,55.07346938775511,58.834693877551025,0.0,0.675,5e-05,370.22938203811646,-0.0227542094362434,370.24374055862427,0.19219603,0.012437642057193443,3.39726559817791,0.0
