episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,custom_metrics/num_aircraft_out_of_bounds_metric_mean,custom_metrics/num_aircraft_out_of_bounds_metric_min,custom_metrics/num_aircraft_out_of_bounds_metric_max,custom_metrics/num_aircraft_at_target_metric_mean,custom_metrics/num_aircraft_at_target_metric_min,custom_metrics/num_aircraft_at_target_metric_max,custom_metrics/num_correct_heading_metric_mean,custom_metrics/num_correct_heading_metric_min,custom_metrics/num_correct_heading_metric_max,custom_metrics/num_aircraft_not_at_target_neither_out_of_bounds_metric_mean,custom_metrics/num_aircraft_not_at_target_neither_out_of_bounds_metric_min,custom_metrics/num_aircraft_not_at_target_neither_out_of_bounds_metric_max,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_env_wait_ms,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,timers/learn_time_ms,timers/learn_throughput,info/num_steps_sampled,info/num_steps_trained,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/allreduce_latency,info/learner/default_policy/actor_loss,info/learner/default_policy/critic_loss,info/learner/default_policy/mean_q,info/learner/default_policy/max_q,info/learner/default_policy/min_q,info/learner/default_policy/mean_td_error,info/learner/default_policy/td_error
-0.20908975114752248,-49.79470160641619,-22.31130371989937,1019.5,8,0,10002,False,8,1,4e6c7a6306be42b88d771ec0aab9b68d,2021-04-01_22-03-28,1617307408,36.60614609718323,36.60614609718323,9786,walters-mac,192.168.1.238,36.60614609718323,0,1,0.25,0,1,0.375,0,1,0.0,0,0,0.375,0,1,"[-0.7187976837358407, -20.531897188303784, -30.291876227507107, -35.69279746755738, -21.988037581613064, -0.20908975114752248, -49.79470160641619, -19.26323225291408]","[53, 617, 1500, 1500, 1500, 30, 1461, 1495]",6.589318966043407,2.512173173667073,1.0651440455995758,0.13439515898788887,49.925,2003.011,10002,100,10002,1,36.85384615384615,62.388461538461534,0.0,-0.04052736610174179,0.004028581082820892,0.04339861869812012,0.20043548941612244,-0.08087927103042603,0.05518104508519173,"[ 0.07847813 -0.0341768   0.09996234  0.04190181 -0.03559458  0.12026906
  0.04941586  0.08546509  0.07852146  0.11179681  0.14925236 -0.00593662
  0.09437125  0.03823113  0.01022655  0.02185957  0.14091383  0.01594604
  0.00149917  0.04170175  0.06536012  0.0490739  -0.01224549  0.02966432
  0.04658328  0.0178723   0.04175624  0.08288038  0.02745065  0.0239531
  0.12830393  0.15751234  0.12715426  0.03078069  0.04714952  0.02579732
  0.05936755  0.12524298  0.02632055  0.06817989  0.04794731  0.06026331
  0.03271751  0.0518795   0.0301977   0.1019626   0.0274636  -0.00442458
 -0.00366071  0.06047389 -0.01217356  0.02804168  0.09573444  0.08994261
  0.09982618  0.05613661  0.02915619  0.11914016  0.01764795  0.04207841
  0.08342426  0.06108146  0.01785754  0.01270076  0.02459758  0.02861392
  0.05242139  0.00464127  0.0898351   0.0399188   0.05654713  0.05804218
  0.01242404  0.12151949  0.04427273  0.05444445  0.08657508  0.08451924
  0.10413271  0.09006347  0.12030455  0.02504599  0.07829712  0.03413241
  0.06908526  0.13763322  0.0608754   0.01005318  0.02188437  0.04207964
  0.08997062  0.01164909  0.08043849  0.01826335  0.09328106  0.13452955
 -0.01386372  0.04276958  0.02286302  0.06856713]"
-0.20908975114752248,-49.79470160641619,-21.243242887434715,978.5555555555555,1,0,11004,False,9,2,4e6c7a6306be42b88d771ec0aab9b68d,2021-04-01_22-03-37,1617307417,8.855494976043701,45.46164107322693,9786,walters-mac,192.168.1.238,45.46164107322693,0,2,0.3333333333333333,0,1,0.3333333333333333,0,1,0.0,0,0,0.3333333333333333,0,1,"[-12.698756227717492, -0.7187976837358407, -20.531897188303784, -30.291876227507107, -35.69279746755738, -21.988037581613064, -0.20908975114752248, -49.79470160641619, -19.26323225291408]","[651, 53, 617, 1500, 1500, 1500, 30, 1461, 1495]",6.5815991116328645,2.5050101960209252,1.0621641298301125,0.13438741280589672,12.417,8053.394,11004,33500,11004,335,28.72307692307692,61.66153846153846,0.0,0.04394647479057312,0.00028492050478234887,-0.048619937151670456,0.07921434938907623,-0.15538311004638672,-0.00855919998139143,"[-0.01371388 -0.01398924 -0.00797766 -0.01845718 -0.02858819  0.00073162
  0.02577653  0.00737534 -0.01097741 -0.01938403  0.01249431 -0.04593842
 -0.01515811  0.00442829 -0.00736481  0.00342219 -0.01124442 -0.00669643
 -0.00374641 -0.02079251 -0.02059425 -0.00308972 -0.00465234 -0.00436755
 -0.0126963  -0.01945934  0.00592026 -0.00403975 -0.00198755  0.01203166
  0.00560175 -0.02166458  0.01411623  0.00472483 -0.01268244 -0.0037033
 -0.00329974 -0.00902334 -0.01514037 -0.00705233 -0.01636476 -0.04063579
  0.00821118 -0.03331863 -0.04914054  0.00299552  0.00265843 -0.01742858
 -0.01799901  0.00972128  0.00966548  0.01144928  0.00466881 -0.03757426
 -0.02257953 -0.00818824 -0.00349362 -0.01497589 -0.00453996 -0.00881724
 -0.01577424  0.00475237 -0.00203308 -0.01306174  0.00716176 -0.01264015
 -0.01986868 -0.01130423 -0.03218004 -0.01437951 -0.0423578  -0.01597186
  0.01537338 -0.01178326 -0.0180833   0.00363121 -0.00057809 -0.00126386
 -0.00988664 -0.01752813 -0.01035364  0.0254302  -0.01038235  0.00722679
 -0.0264494   0.0100121  -0.02327502 -0.01136002 -0.0307128  -0.01335054
 -0.01051396 -0.01820355 -0.00916504  0.00821441  0.00392007 -0.00834917
  0.01194786 -0.02020309 -0.0171525  -0.00887983]"
-0.20908975114752248,-49.79470160641619,-21.311707187182886,1030.7,1,0,12006,False,10,3,4e6c7a6306be42b88d771ec0aab9b68d,2021-04-01_22-03-46,1617307426,8.9653959274292,54.42703700065613,9786,walters-mac,192.168.1.238,54.42703700065613,0,3,0.3,0,1,0.3,0,1,0.0,0,0,0.4,0,1,"[-21.92788588491644, -0.7187976837358407, -20.531897188303784, -30.291876227507107, -35.69279746755738, -21.988037581613064, -0.20908975114752248, -49.79470160641619, -19.26323225291408, -12.698756227717492]","[1500, 53, 617, 1500, 1500, 1500, 30, 1461, 1495, 651]",6.569926859844827,2.497706395242081,1.0575727517235165,0.1343818639763972,13.313,7511.209,12006,66900,12006,669,28.346153846153847,61.54615384615386,0.0,0.0779852643609047,5.387233613873832e-05,-0.08100461214780807,0.03139711171388626,-0.2597079873085022,-0.0022266218438744545,"[-0.01034482 -0.01096654  0.00224703 -0.00169538  0.00432986 -0.00610097
  0.00154733  0.00394323 -0.00578412 -0.00151871 -0.00619794 -0.00488438
 -0.00212854 -0.00614378  0.00703488  0.00161484 -0.00535908 -0.00157802
 -0.01021895 -0.00022848 -0.01322817  0.01191811  0.00265823  0.00629837
  0.00322061 -0.00759271  0.00273228  0.00858639  0.01659557  0.00193956
 -0.01712891  0.00093171 -0.00198931  0.00248671  0.0001955  -0.00016533
 -0.00282419 -0.00858573  0.00484991 -0.0037361   0.00152335 -0.00936358
 -0.00629732 -0.00573744 -0.00888117 -0.00328814 -0.01760858 -0.0030475
 -0.00874677  0.00376327 -0.01060617 -0.0122252   0.00286371  0.00898372
 -0.01066989 -0.00241034 -0.00312171 -0.0046724  -0.00857726  0.00075585
 -0.00542971 -0.00363967  0.00405677 -0.00064071  0.00026214 -0.00416218
  0.00274982  0.00623914  0.00404607 -0.00948457  0.00819097  0.0025392
 -0.00777211  0.00482819  0.00057333  0.00334042 -0.02872737  0.00326973
 -0.00642155 -0.01194613 -0.00298285  0.0048458   0.00611827  0.00616565
  0.00152295 -0.00384857  0.00291918 -0.00191968  0.00146025 -0.00701931
 -0.00983519  0.003064   -0.00611364 -0.01604438 -0.00440993 -0.00244767
 -0.01096165  0.00595588 -0.00784054 -0.00052896]"
-0.20908975114752248,-49.79470160641619,-21.080988404397317,992.1818181818181,1,0,13008,False,11,4,4e6c7a6306be42b88d771ec0aab9b68d,2021-04-01_22-03-55,1617307435,9.214843988418579,63.64188098907471,9786,walters-mac,192.168.1.238,63.64188098907471,0,4,0.36363636363636365,0,1,0.2727272727272727,0,1,0.0,0,0,0.36363636363636365,0,1,"[-18.773800576541625, -0.7187976837358407, -20.531897188303784, -30.291876227507107, -35.69279746755738, -21.988037581613064, -0.20908975114752248, -49.79470160641619, -19.26323225291408, -12.698756227717492, -21.92788588491644]","[607, 53, 617, 1500, 1500, 1500, 30, 1461, 1495, 651, 1500]",6.556401523364394,2.4870385251521596,1.0522523701991087,0.13444121151816185,13.613,7346.03,13008,100300,13008,1003,30.35384615384616,61.646153846153865,0.0,0.11136726289987564,9.9685785244219e-05,-0.116915263235569,0.02637355774641037,-0.301211953163147,0.0027097284328192472,"[ 1.0605305e-02  9.3435198e-03 -2.0626187e-04  8.4169805e-03
 -9.4507635e-04 -6.9843978e-03 -6.0506724e-04 -1.3477918e-02
  1.7696604e-02 -1.6519230e-02  1.0645300e-02  9.5081925e-03
  7.4183494e-03 -1.0801189e-02 -3.7197024e-03  1.0456309e-02
  1.3818350e-03  1.9927859e-02 -4.2268559e-03 -9.5063448e-03
 -1.6329512e-03 -1.0235310e-03  9.7908825e-03 -2.2573173e-03
  3.5973191e-03 -4.4086315e-03  7.4192733e-03  1.3175555e-02
  4.8770607e-03 -1.4902430e-02  1.8605337e-02  1.9551076e-02
 -6.3650608e-03  1.2911677e-02  6.6955686e-03  2.4643093e-03
  1.9593835e-03  5.3346902e-03  1.0419011e-02  8.9768097e-03
 -5.5468604e-03  7.4477643e-03 -8.0368966e-03  1.0600179e-02
  1.9534588e-02  2.4528712e-02 -8.1002712e-04  1.0319412e-02
 -2.1618456e-03 -3.8892031e-04  7.9219043e-03 -2.1008506e-02
  4.9729496e-03  6.4436793e-03  1.7360643e-02  9.0906024e-04
  5.3953826e-03 -6.2288046e-03  5.5779517e-04  1.9884586e-02
 -5.9852004e-03 -4.0226653e-03 -4.7119707e-03  6.9075897e-03
  6.1897486e-03  2.1813810e-03  7.2789341e-03 -4.1097403e-05
  7.1740896e-03  2.8017610e-03  8.7604672e-03  9.4222873e-03
  1.0454148e-02 -5.8068037e-03 -1.1513382e-03 -4.1095987e-03
 -3.6566332e-03 -7.1747527e-03  2.1044642e-02  5.7430714e-03
  5.7357550e-04 -2.0886667e-02 -8.8003092e-03 -7.1410760e-03
  2.1009669e-03  4.5454167e-03  6.2218159e-03 -1.2248188e-02
  9.6933842e-03 -2.3448616e-03 -5.4054707e-04  9.9769831e-03
 -1.2688935e-03  2.4093091e-03  2.9124558e-02  1.5432924e-02
 -2.0485893e-02 -7.8495629e-03 -3.5001040e-03 -6.2906742e-04]"
-0.20908975114752248,-49.79470160641619,-20.91147565894315,1020.0769230769231,2,0,14010,False,13,5,4e6c7a6306be42b88d771ec0aab9b68d,2021-04-01_22-04-05,1617307445,9.90245509147644,73.54433608055115,9786,walters-mac,192.168.1.238,73.54433608055115,0,5,0.38461538461538464,0,1,0.23076923076923078,0,1,0.0,0,0,0.38461538461538464,0,1,"[-22.172671903936376, -17.78563921395402, -0.7187976837358407, -20.531897188303784, -30.291876227507107, -35.69279746755738, -21.988037581613064, -0.20908975114752248, -49.79470160641619, -19.26323225291408, -12.698756227717492, -21.92788588491644, -18.773800576541625]","[1500, 847, 53, 617, 1500, 1500, 1500, 30, 1461, 1495, 651, 1500, 607]",6.530440580471984,2.482913545618934,1.041591304918911,0.1345549445125733,13.845,7222.817,14010,133700,14010,1337,28.57857142857143,61.685714285714305,0.0,0.1448519229888916,0.00019078183686360717,-0.1497381329536438,-0.0250849686563015,-0.34852853417396545,-0.0025266008451581,"[ 2.00361758e-03  2.92895734e-03  3.89644504e-03 -1.71549618e-02
  4.45346534e-03 -4.19346988e-03 -8.57019424e-03 -2.41242349e-03
 -6.90310821e-03  1.26346946e-03 -2.11286545e-03  1.20174736e-02
 -1.95965171e-03 -9.55414772e-03 -6.08205795e-03 -1.29194409e-02
 -3.56664509e-03  2.90046632e-03  7.67111778e-04  6.65303320e-03
  4.09567356e-03 -9.45508480e-04 -7.84668326e-03 -1.44892633e-02
  1.09985471e-03 -1.41784549e-05 -2.01310217e-03 -4.59909439e-04
  5.49822301e-03  3.59517336e-03 -1.15002915e-02 -1.08578056e-03
  2.07072496e-03 -1.68454684e-02  5.04806638e-03  1.73657387e-03
  1.33841634e-02 -2.12012827e-02  5.40422648e-03  2.72466242e-03
 -3.63080949e-03  3.56882811e-03 -3.72634083e-03 -3.67197394e-03
  6.57998025e-03  2.43335962e-05 -1.03539824e-02  3.06318700e-03
 -3.84511054e-03  2.12391466e-03 -1.63697749e-02 -1.16168380e-01
  3.91712785e-03 -3.34119797e-03 -2.52926350e-03  8.73349607e-04
 -9.07169282e-03 -6.79458678e-03  4.60579246e-03 -8.08341801e-03
 -1.33708119e-03  1.91055238e-03 -9.78504121e-03 -2.83085927e-03
 -3.28405201e-03 -1.36628151e-02 -3.39597464e-05  1.09121203e-04
  9.12883878e-03 -3.74829769e-03 -1.90751906e-02 -4.59469855e-03
 -5.68166375e-04  2.48718262e-03 -6.05881214e-03  1.22955218e-02
  3.66994739e-03  8.92233104e-04 -1.08586103e-02  1.37570351e-02
  1.21898353e-02 -5.00845909e-03  1.51021406e-02  4.66771424e-03
  3.77091020e-03  1.09450072e-02 -1.40178800e-02  5.74782491e-04
  1.71852112e-03 -4.54148650e-03  1.08005106e-02 -4.41670418e-05
 -4.04366851e-03 -1.91146135e-03 -7.27212429e-03  2.08824873e-04
  2.19579041e-03  9.59641300e-03 -7.94625282e-03 -1.49388313e-02]"
-0.20908975114752248,-49.79470160641619,-19.855647850325575,945.9333333333333,2,0,15012,False,15,6,4e6c7a6306be42b88d771ec0aab9b68d,2021-04-01_22-04-15,1617307455,10.254160165786743,83.79849624633789,9786,walters-mac,192.168.1.238,83.79849624633789,0,6,0.4,0,1,0.26666666666666666,0,1,0.0,0,0,0.3333333333333333,0,1,"[-2.562887478299523, -23.422646710323157, -0.7187976837358407, -20.531897188303784, -30.291876227507107, -35.69279746755738, -21.988037581613064, -0.20908975114752248, -49.79470160641619, -19.26323225291408, -12.698756227717492, -21.92788588491644, -18.773800576541625, -22.172671903936376, -17.78563921395402]","[224, 704, 53, 617, 1500, 1500, 1500, 30, 1461, 1495, 651, 1500, 607, 1500, 847]",6.509915613219807,2.4838956774035545,1.0324562950071006,0.13473806057778334,13.631,7336.021,15012,167100,15012,1671,35.300000000000004,61.78666666666665,0.0,0.1787874549627304,0.0014704171335324645,-0.18094518780708313,-0.0032174326479434967,-0.41631072759628296,0.004942722152918577,"[ 4.0330589e-03  1.1966191e-03 -5.0647631e-03  2.3722975e-03
 -4.1048229e-03  1.2839839e-02  8.1536174e-04 -1.4322177e-03
 -4.0113926e-05  4.4011027e-03  7.1720034e-03 -4.3059587e-03
  4.7571808e-03 -3.3220947e-03  8.8254809e-03 -6.1822534e-03
 -6.3874424e-03 -2.3817420e-03 -2.2928715e-03 -2.5321394e-03
 -8.4684491e-03 -8.1849098e-04  9.0310276e-03  3.0639917e-03
  1.0296330e-03  5.4584146e-03  4.3545961e-03 -1.0513678e-02
  3.7742949e-01  3.8932860e-03  3.0355901e-03  2.1748418e-02
 -1.4232397e-03  4.3121725e-03  3.0472130e-03  1.3689920e-03
 -3.1248555e-03 -6.8360269e-03 -7.6140687e-03  6.2387288e-03
  1.6323328e-03 -8.7978020e-03  2.9066689e-03  1.2534708e-03
 -6.6037476e-04  6.0632825e-05  1.0115638e-02 -5.2631795e-03
  1.6384013e-03 -6.6052377e-03 -4.3804348e-03  9.2338175e-03
 -6.6328049e-04  3.9139390e-03  3.9397478e-03  6.0749054e-04
  4.0459633e-04 -2.4749041e-03 -1.5458614e-03 -1.1775732e-02
 -9.2425942e-03  1.1017323e-03  6.9150776e-03 -4.2698383e-03
  3.1873584e-03 -3.2778457e-03  9.8064542e-05  6.6772699e-03
  4.9678981e-03  1.4128417e-02  5.0052628e-03  1.8972605e-03
  1.0112464e-02  6.6216588e-03 -4.3339431e-03 -4.4820607e-03
  7.5754225e-03 -8.8146031e-03  3.8468540e-03  8.7907314e-03
  1.6184352e-02  2.7897358e-03 -8.3767027e-03 -9.1832504e-03
 -4.4544935e-03  5.3341538e-03 -2.3002774e-03  1.2114614e-02
  5.9032440e-03 -3.7609786e-04  1.7050952e-03 -1.0540023e-02
  7.8868121e-03  5.8584511e-03  8.8158101e-03  6.0918331e-03
  1.2376942e-02 -4.8114806e-03 -6.6131353e-03  2.2428632e-03]"
-0.20908975114752248,-49.79470160641619,-18.673874290079983,879.1176470588235,2,0,16014,False,17,7,4e6c7a6306be42b88d771ec0aab9b68d,2021-04-01_22-04-29,1617307469,13.49741005897522,97.29590630531311,9786,walters-mac,192.168.1.238,97.29590630531311,0,7,0.4117647058823529,0,1,0.29411764705882354,0,1,0.0,0,0,0.29411764705882354,0,1,"[-1.7458189412222311, -17.87532623525391, -0.7187976837358407, -20.531897188303784, -30.291876227507107, -35.69279746755738, -21.988037581613064, -0.20908975114752248, -49.79470160641619, -19.26323225291408, -12.698756227717492, -21.92788588491644, -18.773800576541625, -22.172671903936376, -17.78563921395402, -2.562887478299523, -23.422646710323157]","[214, 542, 53, 617, 1500, 1500, 1500, 30, 1461, 1495, 651, 1500, 607, 1500, 847, 224, 704]",6.508508974081851,2.4895431672718282,1.0260679101327577,0.13518316667383554,16.92,5910.259,16014,200500,16014,2005,48.984210526315785,61.56842105263158,0.0,0.21996936202049255,0.0002137766423402354,-0.22307749092578888,-0.027760004624724388,-0.5286432504653931,-0.0007030402775853872,"[-0.00719409  0.00791697 -0.02802563 -0.0156621   0.01045138 -0.01767595
 -0.01212314 -0.0012347   0.00787166  0.02106565 -0.00789697  0.01362307
  0.00361598  0.00215491 -0.02611864  0.0005476  -0.03290015  0.01707733
  0.01170355 -0.00370486  0.00662822  0.0172302  -0.03536972  0.03188965
  0.00828454 -0.00640848  0.00121713  0.00556496  0.00602737 -0.00047088
 -0.02196828 -0.00899199  0.00177947  0.00303116  0.00659987  0.01021312
  0.0207909  -0.00112055 -0.02844685 -0.00798766  0.01240017  0.00263995
  0.00548459  0.00855191 -0.01161864 -0.00695878  0.00254434  0.0208226
 -0.02014503  0.00944522 -0.00594863  0.01992911 -0.00056276 -0.00991911
 -0.02539152 -0.02578908 -0.00964306  0.02175058  0.01330228 -0.01595242
  0.00639227 -0.00871941 -0.02380536  0.0168255  -0.01253405 -0.03122231
 -0.00884762  0.01285362  0.00111109 -0.00675304  0.01619714  0.0159893
 -0.01946352 -0.00515562  0.02384306 -0.00120997  0.0090279   0.00770494
  0.00645038  0.00712214  0.00928143 -0.02451345  0.01956181  0.00023785
  0.01459658 -0.01158676  0.003471   -0.04063419 -0.00533039  0.01532987
  0.00137037  0.00372888 -0.00423902  0.01591784  0.00056603 -0.02153116
  0.01262021 -0.00715868 -0.00479099  0.0100666 ]"
-0.20908975114752248,-49.79470160641619,-18.980958711248693,882.8888888888889,1,0,17016,False,18,8,4e6c7a6306be42b88d771ec0aab9b68d,2021-04-01_22-04-40,1617307480,10.966125965118408,108.26203227043152,9786,walters-mac,192.168.1.238,108.26203227043152,0,8,0.4444444444444444,0,1,0.2777777777777778,0,1,0.0,0,0,0.2777777777777778,0,1,"[-24.201393871116696, -0.7187976837358407, -20.531897188303784, -30.291876227507107, -35.69279746755738, -21.988037581613064, -0.20908975114752248, -49.79470160641619, -19.26323225291408, -12.698756227717492, -21.92788588491644, -18.773800576541625, -22.172671903936376, -17.78563921395402, -2.562887478299523, -23.422646710323157, -1.7458189412222311, -17.87532623525391]","[947, 53, 617, 1500, 1500, 1500, 30, 1461, 1495, 651, 1500, 607, 1500, 847, 224, 704, 214, 542]",6.508927067409051,2.490465779964424,1.0231335317668186,0.13541646962186868,15.936,6275.178,17016,233900,17016,2339,38.18,61.31999999999998,0.0,0.24829821288585663,0.00016171351308003068,-0.2470199465751648,-0.06665486842393875,-0.5715422034263611,0.0026802970096468925,"[ 0.00734577  0.0025613   0.00018445 -0.0069553   0.00298025 -0.01712486
  0.00553849 -0.01770163 -0.00439772  0.00346529  0.01433767  0.01127085
  0.02896076  0.00185432  0.00381452  0.01784599  0.01214892 -0.00029916
  0.00572205  0.01424684  0.00465009 -0.00346534  0.01037763  0.00568193
  0.00709021  0.02550322 -0.00107166  0.0005298  -0.0008501   0.00915435
 -0.0084478  -0.02137378 -0.0004814   0.00816293  0.00274482  0.0280509
 -0.00063413  0.02680069  0.00260195  0.02003412 -0.00925785 -0.00887876
  0.03110565 -0.00047667  0.00859097  0.01863374  0.00011316  0.00205496
  0.01098096 -0.02147439  0.01800148  0.00427249  0.00108945 -0.01251441
 -0.0085943   0.00540645  0.01170039 -0.01406759  0.02080899  0.01260959
 -0.00890556  0.01329389 -0.00614748  0.00646013  0.01236126 -0.01093185
  0.00198424 -0.01547624 -0.0105379   0.01370913  0.00225867 -0.02494767
  0.00653315 -0.01777124  0.00011185  0.01358742  0.00084563  0.00892083
 -0.01096308 -0.00911489  0.00302006  0.00942689 -0.00151445  0.00496122
  0.00104842  0.01955417 -0.00770682  0.00948007  0.01722179  0.01010136
 -0.01377067  0.00826928 -0.02386637 -0.00062779 -0.00198209  0.00548229
 -0.01308878  0.01430605  0.00616211 -0.01467891]"
-0.20908975114752248,-49.79470160641619,-18.935407713756728,865.0526315789474,1,0,18018,False,19,9,4e6c7a6306be42b88d771ec0aab9b68d,2021-04-01_22-04-50,1617307490,10.470566987991333,118.73259925842285,9786,walters-mac,192.168.1.238,118.73259925842285,0,9,0.47368421052631576,0,1,0.2631578947368421,0,1,0.0,0,0,0.2631578947368421,0,1,"[-18.11548975890146, -0.7187976837358407, -20.531897188303784, -30.291876227507107, -35.69279746755738, -21.988037581613064, -0.20908975114752248, -49.79470160641619, -19.26323225291408, -12.698756227717492, -21.92788588491644, -18.773800576541625, -22.172671903936376, -17.78563921395402, -2.562887478299523, -23.422646710323157, -1.7458189412222311, -17.87532623525391, -24.201393871116696]","[544, 53, 617, 1500, 1500, 1500, 30, 1461, 1495, 651, 1500, 607, 1500, 847, 224, 704, 214, 542, 947]",6.509196026621866,2.4892650703622974,1.02020974260289,0.13566140388624326,16.297,6136.24,18018,267300,18018,2673,34.666666666666664,61.20666666666669,0.0,0.2770090103149414,6.476022099377587e-05,-0.2782265245914459,-0.09549461305141449,-0.6866258978843689,0.0011177400592714548,"[ 5.30147552e-03 -8.33567977e-03  8.74514878e-03 -9.57281888e-03
 -5.53093851e-03  5.98105788e-03  1.60434544e-02  1.19711757e-02
 -1.34280175e-02 -5.09317219e-03 -7.94875622e-03  1.82620883e-02
  2.65899301e-03  8.85474682e-03 -3.47958505e-03  2.00469792e-03
  5.78689575e-03  8.48102570e-03  1.08799040e-02 -7.91080296e-03
 -1.81071460e-03  6.47658110e-03  1.48824751e-02 -4.92268801e-03
 -1.79013610e-03 -6.99834526e-03  2.27798522e-03 -1.27426386e-02
 -9.26209986e-03 -1.90083683e-02  1.18401945e-02  1.31575763e-02
  2.75525451e-03 -2.98634171e-04  3.72505188e-03 -1.31524354e-02
  1.22648180e-02  5.34392893e-03 -8.04185867e-03 -8.23426247e-03
  7.53176212e-03 -8.14911723e-03  1.11031681e-02 -5.85645437e-04
  8.65784287e-03  7.14039803e-03 -6.08503819e-04 -1.83826685e-03
  5.00282645e-03  1.30367279e-02  1.02835894e-03  1.38425827e-03
 -1.24562532e-02 -1.36536360e-03  1.37815773e-02 -8.54691863e-03
  1.05466247e-02  8.24558735e-03  5.46208024e-03 -5.20095229e-03
  2.25716829e-03 -3.03888321e-03  6.41268492e-03  9.38835740e-03
 -3.56829166e-03  4.38457727e-03  1.68913603e-03  6.60145283e-03
 -6.07439876e-03 -3.25042009e-03 -1.31799802e-02  2.99233198e-03
 -6.75687194e-03 -5.27530909e-03 -1.38530731e-02  5.06192446e-03
  4.68626618e-03  9.82195139e-03  1.08908713e-02 -1.25437379e-02
  3.37639451e-03  1.09057426e-02  1.26700401e-02  3.45101953e-03
  6.19980693e-03  1.43688917e-03  4.60237265e-04 -2.85216421e-03
  3.01922858e-03  4.06864285e-03 -8.91380012e-03 -2.04786658e-04
 -1.12316012e-03 -4.44829464e-04 -9.99793410e-05  4.48805094e-03
  3.76741588e-03 -3.67927551e-03  1.10542774e-03 -6.80541992e-03]"
-0.20908975114752248,-49.79470160641619,-19.57880451511967,864.3333333333334,2,0,19020,False,21,10,4e6c7a6306be42b88d771ec0aab9b68d,2021-04-01_22-05-01,1617307501,10.714327096939087,129.44692635536194,9786,walters-mac,192.168.1.238,129.44692635536194,0,10,0.5238095238095238,0,1,0.23809523809523808,0,1,0.0,0,0,0.23809523809523808,0,1,"[-16.884167531492025, -34.49798072464321, -0.7187976837358407, -20.531897188303784, -30.291876227507107, -35.69279746755738, -21.988037581613064, -0.20908975114752248, -49.79470160641619, -19.26323225291408, -12.698756227717492, -21.92788588491644, -18.773800576541625, -22.172671903936376, -17.78563921395402, -2.562887478299523, -23.422646710323157, -1.7458189412222311, -17.87532623525391, -24.201393871116696, -18.11548975890146]","[698, 1017, 53, 617, 1500, 1500, 1500, 30, 1461, 1495, 651, 1500, 607, 1500, 847, 224, 704, 214, 542, 947, 544]",6.508822988889195,2.490855741144678,1.0145680428446906,0.13610603158655185,14.816,6749.45,19020,300700,19020,3007,33.6125,61.21875,0.0,0.31237366795539856,4.5053140638628975e-05,-0.3144904673099518,-0.10601165890693665,-0.748365581035614,0.001535147544927895,"[-3.13067436e-03  1.51515007e-03  8.60145688e-03  5.08761406e-03
  5.74505329e-03  9.97483730e-03 -2.19480693e-03  9.75343585e-03
 -1.95384026e-04  4.36729193e-03 -1.33724511e-03 -3.93271446e-03
 -5.83630800e-03  3.07559967e-04 -6.43500686e-03  1.28598511e-02
 -1.46335363e-03 -1.04546547e-03 -6.99758530e-05 -7.02284276e-03
  2.78773904e-03 -4.73389030e-03  2.83685327e-03 -5.40792942e-03
  2.58302689e-03 -4.62503731e-03  5.79673052e-03 -1.48881972e-03
 -3.61099839e-04 -1.60992146e-03 -4.19846177e-03 -5.20446897e-03
  4.55936790e-03  1.74027681e-03  9.12123919e-03  1.03755593e-02
 -2.81614065e-03  1.39623880e-03  1.33046508e-03 -3.42881680e-03
 -1.58593059e-04  1.40241981e-02 -5.80802560e-03  9.29683447e-04
  4.24841046e-03  6.37036562e-03 -3.37660313e-05  2.19550729e-03
  2.53017247e-03  6.87289238e-03  1.12235546e-04  2.49055028e-03
  3.77693772e-03 -8.23284686e-03  2.77993083e-03  1.88618302e-02
 -3.53842974e-04 -1.56374574e-02 -5.62506914e-03  1.05815530e-02
 -3.98898125e-03  1.08350515e-02  4.01735306e-05 -9.18075442e-03
 -2.01170146e-03  4.41677868e-03 -7.74398446e-03  6.57761097e-03
  1.93087161e-02  1.62366629e-02  7.47293234e-03  4.75645065e-05
  2.34213471e-03  1.39087439e-03 -7.76886940e-04 -4.14736569e-03
  3.83070111e-03  2.16083229e-03  1.71393156e-03  1.03804469e-03
  1.62361264e-02  1.66801214e-02 -3.80970538e-03  5.73664904e-03
 -1.62165165e-02  7.97492266e-03  7.78630376e-03 -1.39579177e-03
 -4.51003015e-03  3.87154520e-03  1.25378370e-02  6.23342395e-03
 -5.46321273e-04  1.82467699e-03 -1.84099972e-02 -3.91416252e-03
  6.27134740e-03  3.96551192e-03 -1.01346523e-02 -3.54915857e-04]"
