episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,custom_metrics/num_aircraft_out_of_bounds_metric_mean,custom_metrics/num_aircraft_out_of_bounds_metric_min,custom_metrics/num_aircraft_out_of_bounds_metric_max,custom_metrics/runway_angle_error_mean,custom_metrics/runway_angle_error_min,custom_metrics/runway_angle_error_max,custom_metrics/num_aircraft_at_target_metric_mean,custom_metrics/num_aircraft_at_target_metric_min,custom_metrics/num_aircraft_at_target_metric_max,custom_metrics/num_correct_heading_metric_mean,custom_metrics/num_correct_heading_metric_min,custom_metrics/num_correct_heading_metric_max,custom_metrics/num_aircraft_not_at_target_neither_out_of_bounds_metric_mean,custom_metrics/num_aircraft_not_at_target_neither_out_of_bounds_metric_min,custom_metrics/num_aircraft_not_at_target_neither_out_of_bounds_metric_max,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_env_wait_ms,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,timers/learn_time_ms,timers/learn_throughput,info/num_steps_sampled,info/num_steps_trained,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/allreduce_latency,info/learner/default_policy/actor_loss,info/learner/default_policy/critic_loss,info/learner/default_policy/mean_q,info/learner/default_policy/max_q,info/learner/default_policy/min_q,info/learner/default_policy/mean_td_error,info/learner/default_policy/td_error
-943.6007537073795,-2247.2635201121257,-1822.6184222278262,1386.0,6,0,10002,False,6,1,b98b97a733754326a91723aa122966c6,2021-04-22_15-09-05,1619096945,35.904601097106934,35.904601097106934,15135,walters-mac,192.168.1.238,35.904601097106934,0,1,0.16666666666666666,0,1,82.13182517409206,19.103963337483144,177.8064462231842,0.0,0,0,0.0,0,0,0.8333333333333334,0,1,"[-943.6007537073795, -2126.04215111234, -1855.3026633241434, -2247.2635201121257, -1749.344573363899, -2014.1568717470682]","[816, 1500, 1500, 1500, 1500, 1500]",7.918424835090696,0.9360689452026917,1.0781467586442985,0.1458830025599993,75.293,1328.148,10002,100,10002,1,30.126923076923074,57.00192307692308,0.0,-0.02220563217997551,1.9762197732925415,0.020289171487092972,0.18084953725337982,-0.1945926547050476,1.371482253074646,"[ 1.3341799  1.3054857  1.4819064  1.5830505  1.2981317  1.1910563
  1.3053639  1.3506117  1.5806856  1.3881233  1.1698525  1.450487
  1.2295405  1.3946613  1.7803067  1.3243508  1.8424743  1.6129011
  1.3612772  1.0558959  1.6910429  1.3200192  1.7355137  1.6699369
  1.5428543  1.4441588  1.4547935  1.387214   1.4686347  1.3089015
  1.5774972  1.6290215  1.1877133  1.8686116  1.1943609  1.4833465
  1.0769881  1.6271325  1.4581499  1.4990342  1.316599   1.1888438
  1.4033676  1.5730598  1.3067617  1.3553396  1.2013266  1.224449
  1.5022486  1.2210524  1.7694259  1.5108337  1.1601061  1.1720247
  1.0391798  1.496824   1.2563307  1.2915564  1.5682834  1.7177906
  1.2749053  1.4789406 -1.0011139  1.2425073  1.4792922  1.3588003
  1.6314178 -1.0099455  1.586995   1.1498455  1.1399301  1.4071757
  1.4970139  1.4720031  1.1058381  1.4869102  1.2580087  1.4880617
  1.6505072  1.3011881  1.419179   1.5810431  1.4303087  1.0994327
  1.6053691  1.6396997  1.6302037  1.508661   1.7295314  1.6884913
  1.627845   1.2047865  1.2158633  1.390557   1.3515037  1.701823
  1.1921936  1.4081222  1.462898   1.3217558]"
-943.6007537073795,-2247.2635201121257,-1822.6184222278262,1386.0,0,0,11004,False,6,2,b98b97a733754326a91723aa122966c6,2021-04-22_15-09-13,1619096953,8.706645965576172,44.611247062683105,15135,walters-mac,192.168.1.238,44.611247062683105,0,2,0.16666666666666666,0,1,82.13182517409206,19.103963337483144,177.8064462231842,0.0,0,0,0.0,0,0,0.8333333333333334,0,1,"[-943.6007537073795, -2126.04215111234, -1855.3026633241434, -2247.2635201121257, -1749.344573363899, -2014.1568717470682]","[816, 1500, 1500, 1500, 1500, 1500]",7.918424835090696,0.9360689452026917,1.0781467586442985,0.1458830025599993,12.168,8218.195,11004,33500,11004,335,28.75,56.974999999999994,0.0,3.4189562797546387,0.04526560753583908,-3.4291772842407227,-0.840851902961731,-5.16569185256958,0.0106977429240942,"[-7.07006454e-02 -4.84604836e-02 -6.90283775e-02  6.41489029e-02
  2.40724087e-02  2.05101967e-02 -4.78367805e-02 -6.23035431e-02
  2.48813629e-02 -8.59308243e-03 -3.59978676e-02 -4.67290878e-02
 -9.33620930e-02 -1.02173805e-01  1.84210539e-01 -1.15894079e-01
 -1.38187408e-02 -9.15150642e-02 -5.45673370e-02 -2.26259232e-02
 -2.19092369e-02  4.44867611e-02 -2.85530090e-02 -2.06313133e-02
 -1.01437521e+00 -4.37099934e-02  1.45025969e-01  1.35370493e-01
  1.15907192e-02  4.19092178e-03  1.15916014e-01 -7.53324032e-02
  5.77654839e-02  2.40993500e-02 -6.88648224e-03  5.04550934e-02
  2.05157757e-01  3.42120528e-01  2.61085033e-02  9.54198837e-02
 -1.36578083e-02 -4.47845459e-03 -8.63776207e-02 -3.87091637e-02
 -1.13253593e-02  6.04155064e-02  2.61454582e-02  2.75209188e-01
 -3.68940830e-02 -1.05671406e-01 -6.49790764e-02 -8.47322941e-02
  9.05418396e-03 -9.15422440e-02 -4.80198860e-02 -1.10921860e-02
 -6.78734779e-02 -2.49826908e-02 -4.82225418e-02  2.30928183e-01
 -4.29153442e-05  8.47354770e-01  4.50868607e-02 -1.33785725e-01
 -7.85732269e-03  2.38993168e-01 -2.52864361e-02 -2.11968422e-02
  2.00531244e-01 -3.71308327e-02  2.10595131e-02 -2.51674652e-02
  7.38024712e-03 -1.02308643e+00  1.63655281e-02 -1.15790367e-02
 -5.98058701e-02 -5.67419529e-02 -3.35025787e-03 -9.41770077e-02
  1.58601761e-01  8.07691216e-01 -3.17144394e-02 -2.16112137e-02
  1.81360245e-02  7.20646381e-02 -2.95042992e-02  7.83681870e-02
 -3.32760811e-02  3.21938992e-02 -9.02976990e-02 -3.19886208e-02
  6.67951107e-02  5.59980869e-02  6.23792768e-01  6.78265095e-02
  1.09914064e-01 -1.30620003e-02 -6.62248135e-02  7.47873783e-02]"
-943.6007537073795,-2247.2635201121257,-1862.952064959787,1402.2857142857142,1,0,12006,False,7,3,b98b97a733754326a91723aa122966c6,2021-04-22_15-09-22,1619096962,8.851101875305176,53.46234893798828,15135,walters-mac,192.168.1.238,53.46234893798828,0,3,0.14285714285714285,0,1,81.27189650830596,19.103963337483144,177.8064462231842,0.0,0,0,0.0,0,0,0.8571428571428571,0,1,"[-2104.9539213515554, -943.6007537073795, -2126.04215111234, -1855.3026633241434, -2247.2635201121257, -1749.344573363899, -2014.1568717470682]","[1500, 816, 1500, 1500, 1500, 1500, 1500]",7.8963940625915265,0.9316555820610112,1.0708837662273267,0.14577423517495822,13.165,7595.927,12006,66900,12006,669,31.207692307692305,56.89999999999999,0.0,5.391821384429932,0.20438116788864136,-5.399481296539307,-1.3586491346359253,-7.3909478187561035,-0.019544541835784912,"[ 1.86176300e-02  4.89168167e-02  2.68139839e-02  4.61812019e-02
 -2.57949829e-02  5.63178062e-02  9.44929123e-02  3.32236290e-02
 -1.11198425e-03 -2.10165977e-02 -2.23608017e-02 -1.06573105e-01
  1.61418915e-02  4.00929451e-02  1.02891457e+00 -2.67663002e-02
  5.16371727e-02  2.07166672e-02  1.59401655e-01  6.99224472e-02
  8.24546814e-02  1.51505470e-02  2.47764587e-03  2.19969749e-02
 -1.19103909e-01 -2.88915634e-03 -5.33695221e-02  6.08258247e-02
  1.57921076e-01  2.19311714e-02  1.64465904e-02  1.77292824e-02
  3.13634872e-02 -3.37457657e-03  3.40185165e-02 -5.52301407e-02
  9.08350945e-02 -8.23264122e-02 -6.22291565e-02 -1.73244476e-02
  4.50181961e-02 -1.80120468e-02  1.56399727e-01 -5.95188141e-03
 -7.05728531e-02 -8.88824463e-04  4.07452583e-02  9.57202911e-03
 -6.21533394e-02  9.34185982e-02 -3.34835052e-03  1.05956078e-01
  6.72993660e-02  1.13086700e-02 -1.03387833e-02 -2.11238861e-04
  1.10701561e-01 -1.04742050e-02 -3.15012932e-02  8.60748291e-02
  7.98749924e-03 -8.48412514e-03  2.29148865e-02  3.96394730e-03
  1.54871941e-02 -1.75032616e-02  4.86226082e-02  1.18214607e-01
  2.38342285e-02 -6.18591309e-02  5.65013885e-02 -2.82011032e-02
 -6.11782074e-04 -1.11227036e-01 -8.10022354e-02  6.08730316e-03
 -1.37758255e-03  9.00888443e-03 -4.38046360e+00  3.91240120e-02
 -1.24583244e-02  8.03718567e-02  4.95028496e-02  8.09860229e-02
  1.54871941e-02 -4.13112640e-02 -1.02334023e-02  2.69188881e-02
 -2.12764740e-03 -6.76999092e-02  4.52208519e-02  1.21915340e-01
 -7.18274117e-02 -6.97660446e-03 -6.87193871e-02  2.80346870e-02
  6.01530075e-03  6.49166107e-03  1.01204872e-01 -7.43789673e-02]"
-943.6007537073795,-2247.2635201121257,-1862.9520649597875,1402.2857142857142,0,0,13008,False,7,4,b98b97a733754326a91723aa122966c6,2021-04-22_15-09-32,1619096972,10.013588905334473,63.475937843322754,15135,walters-mac,192.168.1.238,63.475937843322754,0,4,0.14285714285714285,0,1,81.27189650830594,19.103963337483144,177.8064462231842,0.0,0,0,0.0,0,0,0.8571428571428571,0,1,"[-943.6007537073795, -2126.04215111234, -1855.3026633241434, -2247.2635201121257, -1749.344573363899, -2014.1568717470682, -2104.9539213515554]","[816, 1500, 1500, 1500, 1500, 1500, 1500]",7.896394062591526,0.9316555820610112,1.0708837662273267,0.14577423517495822,16.869,5928.135,13008,100300,13008,1003,22.564285714285713,57.00000000000001,0.0,7.1363115310668945,0.007247676141560078,-7.143819808959961,-2.58119535446167,-9.957242965698242,-0.0014922261470928788,"[-0.00110865  0.09348249 -0.05137253 -0.03150368  0.04089832 -0.02582693
 -0.04111481  0.07848644 -0.01702023  0.00906849  0.07854509 -0.08134794
 -0.04117203  0.03607464 -0.04750633 -0.1126852   0.04840851 -0.08204651
 -0.11366081 -0.12258768  0.00709438  0.09815788  0.06873131 -0.01029158
  0.02674532 -0.01608229  0.0553112  -0.06086445 -0.10621929 -0.01156521
  0.02902746  0.00825071 -0.05996799  0.02392769  0.07345438  0.14135933
  0.03688717  0.00854778 -0.07852554  0.06238317 -0.02840328  0.03698778
  0.04727364  0.10109806  0.03902245  0.01320696 -0.09945202 -0.03791571
 -0.07520151 -0.03215837 -0.10670519 -0.10591984 -0.04559135  0.0471158
  0.39841413 -0.06899357 -0.06570816 -0.01352119  0.08705091  0.10889339
 -0.07636833 -0.10210514 -0.04978752 -0.06539249  0.07491636  0.02621841
  0.05971527 -0.09549665 -0.08611631  0.05415249 -0.01103973 -0.00473309
 -0.04464722 -0.05318832 -0.07511711  0.11782646  0.00096416 -0.05057144
 -0.07765961  0.09997368 -0.03291512 -0.03296566 -0.05105877 -0.04409027
 -0.02249813 -0.09729338  0.06158257 -0.02999592  0.39181304 -0.09916544
  0.10221624  0.12492275  0.01154995 -0.01434374 -0.03240871  0.05548811
  0.0102911  -0.0994978  -0.11983204  0.01556969]"
-816.6065590211399,-2247.2635201121257,-1772.1189512890396,1348.5,3,0,14010,False,10,5,b98b97a733754326a91723aa122966c6,2021-04-22_15-09-44,1619096984,11.610090970993042,75.0860288143158,15135,walters-mac,192.168.1.238,75.0860288143158,0,5,0.1,0,1,78.5398918408475,19.103963337483144,177.8064462231842,0.1,0,1,0.0,0,0,0.8,0,1,"[-816.6065590211399, -1870.2672467570537, -1993.6512523936888, -943.6007537073795, -2126.04215111234, -1855.3026633241434, -2247.2635201121257, -1749.344573363899, -2014.1568717470682, -2104.9539213515554]","[669, 1500, 1500, 816, 1500, 1500, 1500, 1500, 1500, 1500]",7.867630730519176,0.9437145564963219,1.0511635951217857,0.1462669113372505,14.716,6795.168,14010,133700,14010,1337,36.06875,57.050000000000004,0.0,9.273333549499512,0.027324844151735306,-9.28079891204834,0.297985315322876,-12.992085456848145,-0.05631623789668083,"[ 0.0908699  -0.01188374  0.02692699  0.09274149  0.10810804 -0.05312634
  0.0663023  -0.20744419  0.10211945 -0.11207581 -0.2592125  -0.21581745
  0.02322769 -0.14852047 -0.05177593 -0.20428753 -0.20902061 -0.26116753
 -0.16636181  0.2476964  -0.15552902 -0.15227747 -0.01679516 -0.10497475
  0.10054684 -0.2891941   0.06101131 -0.0812254   0.03022194 -0.05037737
  0.10196972 -0.8421726   0.2726407  -0.08573151  0.1209507  -0.05088806
 -0.18200302  0.12378502  0.05611706 -0.15512466  0.07581806  0.03130627
 -0.1105299  -0.05144405  0.06966066 -0.11403084 -0.03752041 -0.12378216
  0.06588411 -0.06501293 -0.31385374 -0.20271397  0.12037563  0.03413296
  0.07371235  0.08274651 -0.05028915  0.05451393 -0.12185621 -0.05988598
 -0.10338879 -0.06662464 -0.11026287 -0.12846088 -0.23923683  0.04922247
  0.12180328 -0.17094707 -0.13919735 -0.61947477  0.06897926 -0.05167007
  0.06013203 -0.00729752 -0.05404758 -0.18511581 -0.17467403 -0.20575428
  0.06532145 -0.12469912 -0.21320629  0.14993572  0.11771679 -0.21468067
  0.0547533  -0.20063686  0.06313229  0.09175205 -0.13942623  0.04625607
  0.1006422  -0.09316254  0.03331089  0.06808853 -0.04880619 -0.095541
 -0.20127773 -0.15189838  0.05619717  0.04514074]"
-816.6065590211399,-2247.2635201121257,-1772.1189512890392,1348.5,0,0,15012,False,10,6,b98b97a733754326a91723aa122966c6,2021-04-22_15-09-54,1619096994,10.516247034072876,85.60227584838867,15135,walters-mac,192.168.1.238,85.60227584838867,0,6,0.1,0,1,78.5398918408475,19.103963337483144,177.8064462231842,0.1,0,1,0.0,0,0,0.8,0,1,"[-943.6007537073795, -2126.04215111234, -1855.3026633241434, -2247.2635201121257, -1749.344573363899, -2014.1568717470682, -2104.9539213515554, -816.6065590211399, -1870.2672467570537, -1993.6512523936888]","[816, 1500, 1500, 1500, 1500, 1500, 1500, 669, 1500, 1500]",7.867630730519176,0.9437145564963219,1.051163595121786,0.1462669113372505,15.792,6332.334,15012,167100,15012,1671,34.086666666666666,56.926666666666655,0.0,10.669787406921387,0.04020947962999344,-10.770153045654297,-0.7782895565032959,-15.132121086120605,0.06699659675359726,"[ 0.21356773  0.18111897  0.09187984  0.4108715   0.2773614   0.24333763
  0.2475338   0.05090332 -0.02165794 -0.05388069  0.20310593 -0.08084106
 -0.12195492 -0.00823021  0.05989075  0.05493164  0.24489307  0.31009865
 -0.21173584  0.2602358  -0.02220345  0.2721243   0.12552261  0.02537918
  0.3471136   0.34815788  0.07151222  0.00250435 -0.02625656 -0.04238319
  0.01342773  0.24761963  0.52660704  0.01185513 -0.02742863 -0.08605957
  0.3425846   0.03935719  0.076437   -0.04995728  0.04048538  0.32820988
  0.28638363  0.3405094   0.01204395  0.02926445 -0.08208561 -0.12076283
  0.09488773 -0.03722477 -0.99604416 -0.29601002  0.04350758  0.08822346
 -0.20094109  0.1592226  -0.186903   -0.14089489 -0.10156536  0.43332863
 -0.05144978  0.06761265  0.22614002 -0.0565691  -0.01479912 -0.07126713
  0.316576    0.02791405  0.23764133 -0.02384186  0.1921835  -0.18222237
  0.19956017  0.35886097 -0.14727497  0.14525509  0.14057732  0.07111359
 -0.05641174 -0.10133266  0.17219067 -0.0354538   0.10912132  0.15362072
 -0.07573509  0.20848083 -0.11642551 -0.09050274  0.04427052 -0.06388855
 -0.03165531  0.37809563  0.08549595  0.24133682 -0.09111977  0.2861967
 -0.04339886 -0.14916039  0.27040577 -0.07145977]"
-816.6065590211399,-2247.2635201121257,-1772.1189512890392,1348.5,0,0,16014,False,10,7,b98b97a733754326a91723aa122966c6,2021-04-22_15-10-06,1619097006,11.383255958557129,96.9855318069458,15135,walters-mac,192.168.1.238,96.9855318069458,0,7,0.1,0,1,78.5398918408475,19.103963337483144,177.8064462231842,0.1,0,1,0.0,0,0,0.8,0,1,"[-943.6007537073795, -2126.04215111234, -1855.3026633241434, -2247.2635201121257, -1749.344573363899, -2014.1568717470682, -2104.9539213515554, -816.6065590211399, -1870.2672467570537, -1993.6512523936888]","[816, 1500, 1500, 1500, 1500, 1500, 1500, 669, 1500, 1500]",7.867630730519176,0.9437145564963219,1.051163595121786,0.1462669113372505,16.557,6039.758,16014,200500,16014,2005,31.618750000000002,56.756249999999994,0.0,12.79128646850586,0.07411721348762512,-12.8353853225708,3.565239906311035,-18.239824295043945,-0.10898950695991516,"[-0.1142168  -0.12576866 -0.11486816 -0.03810692 -0.09768105  0.28810406
  0.08592796 -0.08773804  0.1359148  -0.2053299   0.26942253  0.14927769
 -0.21396637 -0.20247841 -0.14179134 -0.13224316 -0.21594906 -0.27510452
 -0.01225185  0.11251545 -0.07892323 -0.06803036 -0.14805222 -0.22745895
  0.00528812 -0.12843704 -0.10498905 -0.15637112 -0.03229427 -0.13922787
 -0.11854076 -0.18605137 -0.11768627  0.02350521 -0.1210146   0.09541035
 -0.09493732 -0.06635284 -0.20384121 -0.21501064  0.5950122   0.03608704
 -0.13686752 -0.04320717 -0.13392067 -0.07179737 -0.16753769 -0.19610691
 -0.25200558 -0.2121439  -0.12906456 -0.10116291 -0.2529049   0.22193718
 -0.14343834 -0.49185133 -0.1799078  -0.11629581 -0.23726463 -0.16540432
 -0.20655727 -0.19509506 -0.08774662 -0.2346592  -0.14693546 -0.07310963
 -0.18775272 -0.11559391 -0.0122366  -0.23848152 -0.12533855 -0.02096176
 -0.1322937  -0.19414425 -0.75371933 -0.15055847 -0.17707062 -0.14469337
  0.7194958  -0.09665394  0.68957376 -0.17158699  0.0310564   0.21383762
 -0.12491894 -0.01068974 -0.22896576  0.02032852 -1.8046594  -0.15636063
 -0.0968256  -0.15450668 -0.16900349 -0.75324154 -0.15919685 -0.08911324
  0.18251038 -0.09107208  0.08756828 -0.34238625]"
-772.455250831601,-2247.2635201121257,-1606.809459017559,1271.25,2,0,17016,False,12,8,b98b97a733754326a91723aa122966c6,2021-04-22_15-10-17,1619097017,10.925779104232788,107.91131091117859,15135,walters-mac,192.168.1.238,107.91131091117859,0,8,0.25,0,1,74.90847233613836,19.103963337483144,177.8064462231842,0.08333333333333333,0,1,0.0,0,0,0.6666666666666666,0,1,"[-772.455250831601, -788.0687444887182, -943.6007537073795, -2126.04215111234, -1855.3026633241434, -2247.2635201121257, -1749.344573363899, -2014.1568717470682, -2104.9539213515554, -816.6065590211399, -1870.2672467570537, -1993.6512523936888]","[890, 880, 816, 1500, 1500, 1500, 1500, 1500, 1500, 669, 1500, 1500]",7.864365826286828,0.9459347420049928,1.0408917746735253,0.1470925590703667,16.144,6194.064,17016,233900,17016,2339,35.95,56.83125,0.0,14.1791410446167,0.09918864071369171,-14.209522247314453,-1.2704401016235352,-20.295366287231445,0.007758109364658594,"[-1.4377403e-01 -2.4805069e-03 -1.2625313e-01  5.4125595e-01
 -1.5037823e-01  1.3662052e-01 -3.6849976e-03 -2.5743008e-01
  1.8312359e-01 -1.4158249e-02  1.4577675e-01  6.8777084e-02
 -2.1414757e-02  3.2490730e-01 -9.7084045e-03  1.2568855e-01
  2.4655914e-01 -1.7150116e-01 -2.3362160e-02 -1.7149162e-01
  1.9483089e-01  6.5876961e-02 -1.0301466e+00  1.5342426e-01
  7.6393127e-02  2.4312019e-02 -2.2197819e-01  2.5466728e-01
  1.7002106e-01 -1.1396885e-01 -1.3385391e-01 -1.1007595e-01
  8.6729050e-02  5.9453964e-02 -1.9233608e-01  5.8549881e-02
  8.2787514e-02  6.0301590e-01  4.7446251e-02 -5.6502342e-02
  6.1762810e-02  2.4696732e-01  3.9297104e-02  2.3079395e-01
 -6.1416626e-03  1.7660522e-01 -1.8883705e-01  2.2927284e-01
 -1.2564659e-02 -3.0930424e-01 -1.6433430e-01  7.8870773e-02
 -6.3824654e-02 -1.9419670e-01 -1.3179779e-02 -2.6050758e-01
  2.3644447e-01 -2.6310825e-01  2.5532722e-01 -2.5718689e-01
  2.8362274e-01  4.4957733e-01 -3.8725185e-01  1.6048241e-01
 -2.1203995e-02 -2.5216103e-01  1.4848423e-01 -3.4615326e-01
  3.1319141e-01  3.9080811e-01  1.0885684e+00 -5.8431625e-02
  2.3514938e-01 -1.3914967e-01  2.2977448e-01  1.7874527e-01
 -1.3213983e+00 -1.9430351e-01 -1.7065048e-01  7.8601837e-02
 -4.8626900e-02 -7.0108414e-02 -1.3304138e-01 -1.6605949e-01
 -3.0492496e-01 -1.2667427e+00  2.2782326e-01 -7.3291779e-02
 -2.1204090e-01  1.1221886e-01 -9.2887878e-04  7.4449778e-01
  6.5774918e-02  1.7247486e-01  1.6595268e-01  5.2907944e-02
  3.5368538e-01 -5.1522255e-02  7.9822540e-03  1.5604973e-02]"
-772.455250831601,-2247.2635201121257,-1630.3764868386065,1288.8461538461538,1,0,18018,False,13,9,b98b97a733754326a91723aa122966c6,2021-04-22_15-10-27,1619097027,9.851354122161865,117.76266503334045,15135,walters-mac,192.168.1.238,117.76266503334045,0,9,0.23076923076923078,0,1,69.37162068080727,2.929400816834118,177.8064462231842,0.07692307692307693,0,1,0.0,0,0,0.6923076923076923,0,1,"[-1913.1808206911746, -943.6007537073795, -2126.04215111234, -1855.3026633241434, -2247.2635201121257, -1749.344573363899, -2014.1568717470682, -2104.9539213515554, -816.6065590211399, -1870.2672467570537, -1993.6512523936888, -772.455250831601, -788.0687444887182]","[1500, 816, 1500, 1500, 1500, 1500, 1500, 1500, 669, 1500, 1500, 890, 880]",7.860551699816342,0.9465917479111118,1.036166503757412,0.14738775556467165,15.292,6539.571,18018,267300,18018,2673,29.68571428571429,56.742857142857154,0.0,14.988155364990234,0.06473105400800705,-15.076154708862305,-0.6069339513778687,-21.83104705810547,-0.013369589112699032,"[-0.04757977  0.07091236  0.1636734   0.03678894  0.1738224  -0.1361618
  0.25438118 -0.06073761 -0.3768177   0.0947628   0.20277596 -0.45024872
  0.50064564 -0.21433258 -0.7409503   0.2561941  -0.12464333  0.28270626
  0.24085712  0.05013084 -0.2854042   0.2186184   0.22338104  0.13902283
  0.18082905 -0.21417046  0.11111736 -0.33433342  0.17908096 -0.16653061
 -0.17206764  0.23609543  0.26193428 -0.22315979 -0.2723894   0.18448067
 -0.10419464  0.14502573  0.15844154  0.10341644 -0.4821186  -0.2353344
 -0.33292723  0.15110207  0.18152618 -0.06101418  0.24962997  0.10958099
 -0.0236311   0.11567688 -0.19136238 -0.33189392  0.20663834 -0.3438778
 -0.46712494 -0.01144886  0.07597351 -0.3137989  -0.05379963 -0.00744152
 -0.27004433 -0.22188568  0.03176785  0.22026443  0.08114243 -0.03458738
  0.01410294  0.31659126  0.15188122 -0.03137779  0.30992126 -0.22130394
 -0.10073757 -0.10887527  0.27753448  0.23820305 -0.9305417   0.19685745
  0.15832329  0.02116013  0.25748444  0.32016754  0.12900543 -0.1310234
 -0.19859314 -0.24764442  0.05607796  0.6315522   0.19027519  0.1477623
  0.20853806 -0.37785292 -0.07679176 -0.00423908 -0.95424855 -0.16084385
 -0.12792015  0.2804041  -0.37015533  0.2129631 ]"
-772.455250831601,-2247.2635201121257,-1630.3764868386065,1288.8461538461538,0,0,19020,False,13,10,b98b97a733754326a91723aa122966c6,2021-04-22_15-10-36,1619097036,9.57070279121399,127.33336782455444,15135,walters-mac,192.168.1.238,127.33336782455444,0,10,0.23076923076923078,0,1,69.37162068080725,2.929400816834118,177.8064462231842,0.07692307692307693,0,1,0.0,0,0,0.6923076923076923,0,1,"[-943.6007537073795, -2126.04215111234, -1855.3026633241434, -2247.2635201121257, -1749.344573363899, -2014.1568717470682, -2104.9539213515554, -816.6065590211399, -1870.2672467570537, -1993.6512523936888, -772.455250831601, -788.0687444887182, -1913.1808206911746]","[816, 1500, 1500, 1500, 1500, 1500, 1500, 669, 1500, 1500, 890, 880, 1500]",7.860551699816341,0.9465917479111118,1.036166503757412,0.14738775556467162,16.019,6242.676,19020,300700,19020,3007,35.25714285714286,56.70714285714287,0.0,16.981420516967773,0.024108339101076126,-17.024246215820312,6.308614730834961,-24.91497802734375,-0.023797914385795593,"[-0.12536049 -0.09747696 -0.04580402 -0.1652031   0.16230011  0.06488609
  0.00551987  0.09125805  0.02990723 -0.1173439  -0.08091164  0.00662422
 -0.13259506  0.14261818 -0.16363907  0.25347328 -0.1390543   0.00895309
 -0.03179455 -0.1373272  -0.00735092 -0.07490635 -0.01836586 -0.32023668
  0.08986092  0.02740097 -0.08479309  0.03873825  0.04819679 -0.00953102
 -0.08044815 -0.10208988  0.01875496  0.04363441  0.09729576 -0.00576591
  0.02398872  0.16507626 -0.02868366  0.00728989 -0.14717484  0.04369164
  0.10333824  0.03589821 -0.04157162 -0.10901833  0.07100105  0.14365005
 -0.17088127 -0.07904625  0.1135273  -0.10571671  0.06068897 -0.05873299
  0.09709644 -0.02824593 -0.04299927  0.02972603  0.15636826 -0.00393295
  0.11947632  0.09709835  0.16761208  0.16135979  0.04039383  0.20536327
 -0.09644508  0.02881241 -0.10113525 -0.02099609 -0.10417175 -0.0042057
 -0.04331398  0.07103348  0.10564256  0.08657932  0.05442142 -0.02135277
 -0.22346497 -0.11099052  0.04716492 -0.71006966  0.11052704 -0.12566757
  0.13768387  0.10257721 -0.11510849 -0.20555115  0.06884003  0.00295639
 -0.16728973  0.09506226 -0.0464077  -0.23640251 -0.09265709  0.01695061
  0.05011368 -0.7319741  -0.50295115  0.08593369]"
