episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,custom_metrics/num_aircraft_out_of_bounds_metric_mean,custom_metrics/num_aircraft_out_of_bounds_metric_min,custom_metrics/num_aircraft_out_of_bounds_metric_max,custom_metrics/runway_angle_error_mean,custom_metrics/runway_angle_error_min,custom_metrics/runway_angle_error_max,custom_metrics/altitude_error_mean,custom_metrics/altitude_error_min,custom_metrics/altitude_error_max,custom_metrics/num_aircraft_at_target_metric_mean,custom_metrics/num_aircraft_at_target_metric_min,custom_metrics/num_aircraft_at_target_metric_max,custom_metrics/num_correct_heading_metric_mean,custom_metrics/num_correct_heading_metric_min,custom_metrics/num_correct_heading_metric_max,custom_metrics/num_aircraft_not_at_target_neither_out_of_bounds_metric_mean,custom_metrics/num_aircraft_not_at_target_neither_out_of_bounds_metric_min,custom_metrics/num_aircraft_not_at_target_neither_out_of_bounds_metric_max,custom_metrics/num_aircraft_altitude_to_low_mean,custom_metrics/num_aircraft_altitude_to_low_min,custom_metrics/num_aircraft_altitude_to_low_max,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_env_wait_ms,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,timers/learn_time_ms,timers/learn_throughput,info/num_steps_sampled,info/num_steps_trained,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/allreduce_latency,info/learner/default_policy/actor_loss,info/learner/default_policy/critic_loss,info/learner/default_policy/mean_q,info/learner/default_policy/max_q,info/learner/default_policy/min_q,info/learner/default_policy/mean_td_error,info/learner/default_policy/td_error
-912.7637523760458,-2534.7077238718516,-1841.5167257053138,1124.0,6,0,551064,False,534,532,df77d02046aa4e5081579e7239b58ec2,2021-05-09_12-20-56,1620555656,60.79017090797424,45368.971019268036,12339,walters-mac,192.168.1.238,60.79017090797424,0,1,1.0,1,1,77.17948682106146,35.75169022754824,129.0571829936922,0.007346760232285774,0.006783430033958074,0.0078076672979058,0.0,0,0,0.0,0,0,1.0,1,1,1.0,1,1,"[-1773.9501259070773, -1532.4414294477265, -912.7637523760458, -2534.7077238718516, -2209.4942427577034, -2085.7430798714768]","[993, 997, 1003, 1250, 1250, 1251]",13.161161171085295,2.5877378512358202,1.4391876947039786,0.17729391758588478,25.285,3954.95,551064,17702200,551064,177022,47.32558139534885,49.11860465116279,0.0,93.74713897705078,16607.810546875,-94.65609741210938,69.02914428710938,-253.23333740234375,-93.23626708984375,"[-2.02565796e+02 -1.94097260e+02 -3.64843826e+01 -3.56795921e+01
 -4.49636765e+01 -1.91703369e+02 -8.62728977e+00 -2.20109348e+01
 -3.75379219e+01 -1.57365540e+02 -1.84924225e+02 -3.22112389e+01
 -3.20638847e+01 -2.23256302e+01 -3.59128647e+01 -2.24636505e+02
 -8.66941643e+00 -2.09124893e+02  7.78574944e-02  6.82141800e+01
 -2.42188782e+02 -1.45478806e+02 -2.72711906e+01 -1.05176201e+02
 -4.99734879e+00 -8.43111038e+00 -2.48688908e+01  3.18999996e+01
 -3.29691086e+01 -2.10358765e+02 -2.49042633e+02 -1.97788879e+02
 -1.25083580e+02 -3.62249041e+00 -2.10443497e+02 -2.63135777e+01
 -2.46614075e+02 -3.02987480e+01 -3.51721992e+01 -8.27222595e+01
  1.01836462e+01 -3.90326538e+01 -2.10599258e+02 -6.84699860e+01
 -8.00274277e+00 -2.53046112e+01 -2.18340652e+02 -9.06381912e+01
  5.55931139e+00 -3.68129082e+01 -1.71596603e+01  3.02629681e+01
 -3.87526741e+01 -1.18387367e+02 -1.13487335e+02 -4.59017792e+01
 -9.06863785e+01  2.24565277e+01 -8.70863419e+01 -3.59095459e+01
 -3.46898575e+01 -1.04391464e+02  4.49347725e+01 -2.40123169e+02
 -4.69396973e+01 -1.48106705e+02 -2.14971222e+02 -1.95840897e+02
 -3.68641853e+01 -5.14359093e+00 -2.19505646e+02 -1.66676056e+02
 -2.01589165e+01 -4.61931534e+01 -1.94755112e+02 -2.03788483e+02
 -2.42303896e+00 -2.43136597e+00 -2.10769043e+01 -1.27415588e+02
 -3.17190475e+01 -1.95767761e+02  1.90303862e-01 -2.33785614e+02
 -3.61631088e+01 -1.27416840e+02 -1.10794624e+02 -2.29284134e+02
 -2.29814224e+02 -4.64062805e+01 -1.07600489e+01 -2.16335907e+02
 -2.16273331e+02 -8.27433014e+01 -2.10104813e+02 -3.83436317e+01
 -2.50253891e+02 -4.69266434e+01 -4.01126213e+01 -2.18586304e+02]"
-875.3780208295391,-2534.7077238718516,-1601.5322152216131,1139.111111111111,3,0,552066,False,537,533,df77d02046aa4e5081579e7239b58ec2,2021-05-09_12-21-06,1620555666,10.796614170074463,45379.76763343811,12339,walters-mac,192.168.1.238,71.5867850780487,0,2,1.0,1,1,90.85546926289359,35.75169022754824,153.050726547906,0.007131034264418269,0.006382205420768377,0.0078076672979058,0.0,0,0,0.0,0,0,1.0,1,1,1.0,1,1,"[-875.3780208295391, -1395.354855111882, -1093.9567068212166, -1773.9501259070773, -1532.4414294477265, -912.7637523760458, -2534.7077238718516, -2209.4942427577034, -2085.7430798714768]","[1161, 1172, 1175, 993, 997, 1003, 1250, 1250, 1251]",13.030685834600988,2.6276393658703157,1.418677837800894,0.17624685102120588,13.018,7681.65,552066,17735600,552066,177356,25.69375,52.4375,0.0,9.535775184631348,2.659309148788452,-10.118115425109863,3.84659481048584,-36.21352767944336,0.02772144228219986,"[ 1.6404328   0.3796463  -4.190464    0.12203789  0.9264873   0.09582329
 -2.1371498   0.62830925  0.7218895  -1.0134172  -0.76708984  1.1244371
 -1.6501045  -1.6906691  -0.43924713 -0.7779076   3.399126    1.389142
 -0.46436602  4.684618   -0.2975979   1.9078827  -1.1618605  -0.7022834
  0.19481993  0.6312561   2.6421614  -1.4401731  -1.043288   -5.654833
 -4.3908887   0.28241348 -0.40529227 -1.3762798   0.6966007   1.6046578
  0.37256813  0.8475013   1.3927898  -0.96909475 -0.40961266 -3.003769
  1.386261   -0.8909733   1.6424503   1.1824994   0.07344288 -0.6140022
  0.45964026 -0.63171947  1.010334    1.0650308   1.1849308  -0.55225444
  0.20109928  1.2613225  -0.22769916 -0.47713757  0.10269976  0.00972462
  3.0832758  -0.28274727 -1.1532698  -0.5121665   1.46774    -0.5822773
 -0.5997634  -1.5336037  -0.17043686 -0.5718808   4.493635    0.36214733
 -1.6983552   0.6070545   0.37636232  0.24380702  0.16881657 -2.5511189
  1.3983421   0.7362442   0.49913788 -0.9857613   1.4590511   0.14864159
 -1.8972015  -0.49458408 -0.6056719   4.361473    0.20491678 -0.35864234
  0.60534596 -1.0593739   0.36845922  1.202837   -0.34820652  0.10085899
  0.5368881  -0.35175896 -1.3372266  -0.443707  ]"
-875.3780208295391,-2534.7077238718516,-1601.5322152216131,1139.111111111111,0,0,553068,False,537,534,df77d02046aa4e5081579e7239b58ec2,2021-05-09_12-21-16,1620555676,9.879257202148438,45389.64689064026,12339,walters-mac,192.168.1.238,81.46604228019714,0,3,1.0,1,1,90.85546926289358,35.75169022754824,153.050726547906,0.007131034264418267,0.006382205420768377,0.0078076672979058,0.0,0,0,0.0,0,0,1.0,1,1,1.0,1,1,"[-1773.9501259070773, -1532.4414294477265, -912.7637523760458, -2534.7077238718516, -2209.4942427577034, -2085.7430798714768, -875.3780208295391, -1395.354855111882, -1093.9567068212166]","[993, 997, 1003, 1250, 1250, 1251, 1161, 1172, 1175]",13.030685834600988,2.627639365870315,1.418677837800894,0.17624685102120588,12.892,7756.457,553068,17769000,553068,177690,31.50714285714286,51.714285714285715,0.0,10.05865478515625,1.0632977485656738,-10.463937759399414,4.5090107917785645,-35.93923568725586,0.20402425527572632,"[ 1.40071964e+00  2.82810569e-01  1.40430748e+00 -1.11691546e+00
 -1.08888626e-01  1.30837297e+00  4.31489348e-01  1.11551571e+00
  2.13182449e-01  8.52703094e-01 -2.30018377e-01 -7.20977783e-03
  5.69522858e-01  1.40952826e-01 -2.87268162e-01 -1.64861107e+00
 -3.17800522e+00  1.01700211e+00 -1.32435226e+00 -1.38056278e-01
 -1.33180618e-01  2.07084060e-01 -2.52952576e-02  2.25991249e-01
  6.52004242e-01  1.14772797e-01  1.01870626e-01  1.81917620e+00
  6.80341721e-01  2.67829609e+00 -7.17391968e-01  3.86004448e-02
  1.49350595e+00 -1.03567410e+00  2.31061459e-01  2.08058786e+00
 -2.78993130e-01  1.66401386e-01 -1.21845245e-01 -3.80960464e-01
 -4.03188705e-01 -3.33435059e-01  8.14390182e-02  4.03188586e-01
  8.27372074e-01 -1.41563320e+00 -3.09965372e-01  1.08441734e+00
  1.76985931e+00 -1.58900261e-01  6.71481490e-01 -1.33946609e+00
  3.54097128e-01 -4.91939545e-01  1.66622162e-01 -6.44448757e-01
 -2.24971771e-03 -3.86428833e-01 -3.40122223e-01  1.20927238e+00
 -1.39678955e-01  2.98456001e+00 -3.45440984e-01  3.26889873e-01
  3.90158176e-01 -5.63259602e-01 -1.80244923e-01  1.11758804e+00
  1.37220502e-01  2.89250469e+00 -2.75146484e-01  6.17107391e-01
  8.13493729e-01  4.91069317e-01 -6.92349434e-01 -2.08651161e+00
  2.34519005e-01 -5.49740791e-01 -5.73423862e-01  1.41680956e+00
  1.86910629e-01 -1.10296249e-01 -8.59558582e-01 -4.40223932e-01
  1.13560569e+00  2.41745377e+00 -9.02245760e-01 -3.26313972e-01
 -6.85058594e-01 -6.47870064e-01  7.60652542e-01  6.34662628e-01
 -5.12643099e-01 -8.52021217e-01  7.34655619e-01  3.13780785e-01
  1.36439514e+00  3.17808008e+00 -2.61291504e-01  2.20499039e-02]"
-875.3780208295391,-2534.7077238718516,-1601.5322152216131,1139.111111111111,0,0,554070,False,537,535,df77d02046aa4e5081579e7239b58ec2,2021-05-09_12-21-31,1620555691,15.194217920303345,45404.84110856056,12339,walters-mac,192.168.1.238,96.66026020050049,0,4,1.0,1,1,90.85546926289358,35.75169022754824,153.050726547906,0.007131034264418267,0.006382205420768377,0.0078076672979058,0.0,0,0,0.0,0,0,1.0,1,1,1.0,1,1,"[-1773.9501259070773, -1532.4414294477265, -912.7637523760458, -2534.7077238718516, -2209.4942427577034, -2085.7430798714768, -875.3780208295391, -1395.354855111882, -1093.9567068212166]","[993, 997, 1003, 1250, 1250, 1251, 1161, 1172, 1175]",13.030685834600988,2.627639365870315,1.418677837800894,0.17624685102120588,50.067,1997.306,554070,17802400,554070,178024,51.62857142857142,52.12857142857143,0.0,14.707049369812012,0.8749099969863892,-15.06319808959961,1.2544918060302734,-37.35466766357422,0.08852048963308334,"[ 0.5564215  -0.45573235  0.19305587  0.4712658  -1.0711861   1.3614807
 -0.9453906  -0.35791254  1.1017084  -0.08672094  0.60647196 -0.55345154
 -0.1902771   0.42239952  1.3032455  -1.5169268  -0.15404701  0.12030125
  0.75520134  0.38045692 -2.668766   -0.3631649  -0.2621851   0.45807266
  1.0844345  -0.46684742 -0.97488403  0.5182953  -0.16071332  0.10928345
  0.7534065  -0.16112852  0.29370117  0.11879265  0.3161912  -0.34946203
  0.23628807  0.68371713 -0.89138794 -0.09788704 -0.44239235 -0.12023687
 -0.6020656   1.2701817  -0.55089283  1.211441    0.01822472 -1.0787868
 -0.9314022  -0.48139572  0.6370239   0.6954727  -0.06403407 -4.042694
  0.30475616  0.00791931  0.23847246 -0.16901112  0.08220756  0.57219696
  1.1547089  -0.0803299  -0.59729385  0.3672316   0.12846398 -1.4445095
 -1.1173205   0.9052515   0.89759064  3.8691196   1.6922541   0.31236172
  0.40771675  0.8575802  -0.143569   -0.4958992   0.5160413   1.3145056
  0.41228724 -0.1398077  -0.26488757 -0.29831707  0.1329112  -0.3935356
 -0.09765339  0.27157402  0.34716034 -0.4811573  -0.9418994   2.2975254
  0.24990082 -0.51091194  0.9929466   1.0434284  -0.6479325  -1.0071344
  0.59090805  0.47177887  1.6703221  -0.06046486]"
-875.3780208295391,-2534.7077238718516,-1559.661419007943,1151.4,1,0,555072,False,538,536,df77d02046aa4e5081579e7239b58ec2,2021-05-09_12-21-46,1620555706,14.176257133483887,45419.017365694046,12339,walters-mac,192.168.1.238,110.83651733398438,0,5,1.0,1,1,95.3781053443785,35.75169022754824,153.050726547906,0.007203561345896241,0.006382205420768377,0.007856305079198,0.0,0,0,0.0,0,0,0.9,0,1,1.0,1,1,"[-1182.8242530849122, -1773.9501259070773, -1532.4414294477265, -912.7637523760458, -2534.7077238718516, -2209.4942427577034, -2085.7430798714768, -875.3780208295391, -1395.354855111882, -1093.9567068212166]","[1262, 993, 997, 1003, 1250, 1250, 1251, 1161, 1172, 1175]",12.984230292433281,2.6016890751657487,1.4058227980611417,0.17604348448452417,14.801,6756.191,555072,17835800,555072,178358,49.33333333333332,53.333333333333336,0.0,15.275403022766113,0.32791414856910706,-15.452728271484375,1.9351263046264648,-41.744537353515625,-0.0364120751619339,"[ 0.06894112  0.02256393 -1.5418177   0.30759537  0.25198066  0.01133156
  0.58060265 -0.15395927 -0.01848221 -0.28032875  0.2628584  -1.6399288
  0.3085785   0.2494536  -0.4738555  -0.08411121 -0.2220459   0.75904083
  0.23347425 -0.6122055  -0.59795     0.5891776   0.05630112 -0.19755936
 -0.00703049  0.41150618 -0.701371    0.1577673  -0.38127136 -0.08776665
  0.626791   -1.4371376   1.883213   -0.32902288 -1.3149109  -0.32979202
  0.4233184   0.5446377   0.6478081   0.00741386  0.14679527 -0.1474762
 -0.03822863  0.5584755  -0.24452877  0.14068604  0.09705162 -0.4509864
  0.786335   -0.5407419  -0.11166763 -0.4225521   0.48286152  0.31170368
 -1.1428318  -0.43060493  0.650404   -0.09882355  0.00634956  0.39050245
 -0.3729763   0.30244017  0.27847195 -0.24863672 -0.93655443  0.01405573
 -0.5241356   1.0541525  -0.14660835  0.37171268  0.7999859  -0.6197128
  0.14324713 -0.8048563   0.1288929   0.21209526  0.22723198  0.54139614
 -0.5662041  -0.02692938 -0.1805172   0.16189861 -1.1446879  -0.35703278
 -0.35904217  0.12540054 -0.12096977  0.09764862  0.21627808 -0.09067154
 -0.09191895  0.57616043  0.0366478   1.0934296   0.04797363 -0.12173414
 -0.4003396  -0.9261465  -0.09843445  0.13125086]"
-875.3780208295391,-2534.7077238718516,-1506.0462618704153,1172.6666666666667,2,0,556074,False,540,537,df77d02046aa4e5081579e7239b58ec2,2021-05-09_12-21-57,1620555717,11.44572901725769,45430.463094711304,12339,walters-mac,192.168.1.238,122.28224635124207,0,6,1.0,1,1,102.10667531517504,35.75169022754824,153.050726547906,0.007203879601916787,0.006382205420768377,0.007856305079198,0.0,0,0,0.0,0,0,0.75,0,1,1.0,1,1,"[-1218.1808981580173, -1257.760054207531, -1773.9501259070773, -1532.4414294477265, -912.7637523760458, -2534.7077238718516, -2209.4942427577034, -2085.7430798714768, -875.3780208295391, -1395.354855111882, -1093.9567068212166, -1182.8242530849122]","[1273, 1285, 993, 997, 1003, 1250, 1250, 1251, 1161, 1172, 1175, 1262]",12.881065975362636,2.565330116029252,1.3816371095415192,0.17551072768805487,16.224,6163.789,556074,17869200,556074,178692,37.28125,53.2375,0.0,15.866551399230957,0.3179877996444702,-16.199392318725586,7.429015159606934,-48.90353012084961,0.10828021913766861,"[-0.37295818  0.23884964 -1.3612862   0.03660011 -0.28934813  0.562706
 -0.85464454 -1.2786369  -0.04474545  2.077282    0.5665207  -0.17079353
  0.4463973  -0.3416252  -0.22602034  0.19172859  0.14412117  0.5305157
 -0.2110877   0.18888855  0.31671333  0.3293209  -0.14375114  0.6113434
 -0.50292015 -0.04804611  0.55883026  0.9590149  -0.33707476  2.1628666
 -0.0041604   0.2981844  -0.01530075  0.48122406 -0.02714539 -0.161286
 -0.5667987   0.8245392   0.02841187  0.11546421 -0.31546688 -0.00553322
  0.48438072 -0.10448837 -0.13773632  0.73924303 -0.9789467   0.25104523
 -1.304781   -0.3518176  -0.11102533 -0.4455185   0.12944794 -0.12734556
  0.33956432  0.1621399  -0.33880806  0.8846588   0.8805733   1.1844606
  0.8232193  -0.16105461 -0.34222794 -0.29859924 -0.5830221  -0.26779437
 -0.288414   -0.2881508   0.10980129  0.24873877 -0.24478519 -0.07696342
  1.5608215  -0.07736969 -0.28757095  0.44273728 -0.13768816  0.1337421
  0.19068456  1.9897575   0.6933193   0.03352547  0.32204437  0.24504471
 -0.04414654  0.05747914  0.36467743 -0.04557705 -0.04118504 -0.01977539
  1.5919037   0.01497841 -0.0913372  -0.5376549   0.31254387 -0.03765583
 -0.5780544   0.6127262   0.21212769 -0.22876358]"
-875.3780208295391,-2534.7077238718516,-1506.046261870415,1172.6666666666667,0,0,557076,False,540,538,df77d02046aa4e5081579e7239b58ec2,2021-05-09_12-22-08,1620555728,11.02193307876587,45441.48502779007,12339,walters-mac,192.168.1.238,133.30417943000793,0,7,1.0,1,1,102.10667531517502,35.75169022754824,153.050726547906,0.007203879601916787,0.006382205420768377,0.007856305079198,0.0,0,0,0.0,0,0,0.75,0,1,1.0,1,1,"[-1773.9501259070773, -1532.4414294477265, -912.7637523760458, -2534.7077238718516, -2209.4942427577034, -2085.7430798714768, -875.3780208295391, -1395.354855111882, -1093.9567068212166, -1182.8242530849122, -1218.1808981580173, -1257.760054207531]","[993, 997, 1003, 1250, 1250, 1251, 1161, 1172, 1175, 1262, 1273, 1285]",12.881065975362633,2.5653301160292514,1.3816371095415194,0.17551072768805487,15.038,6649.604,557076,17902600,557076,179026,35.55625,53.15625000000001,0.0,21.289888381958008,0.40129002928733826,-21.612363815307617,21.730602264404297,-55.67792510986328,0.0767463743686676,"[-0.44156647  0.15824986  1.404089   -0.16319656 -0.43324852 -0.2208643
  0.44692612  0.11854553  0.04775238  0.02488708  0.9262085   0.5020027
  0.16091442 -0.08988094  0.21423054 -0.38105774 -0.01729965 -1.3564148
  0.10039711  1.0483781  -1.0104122  -0.15611267  0.31526005  0.10698509
 -0.04699039 -0.7448425  -0.26586342  0.17518663 -0.17955494 -0.30895233
 -0.55799484  0.02913761 -0.5065646   0.41321373 -0.11344719 -0.88898087
 -0.04663277  0.938457   -0.29915333 -0.27022743  0.47814178 -0.3336488
  0.83363533  0.24850464 -1.8699789   0.01367807  1.0677605  -0.25101495
  0.23329544  0.11522388  0.21737099  0.17491627  0.8407936  -0.02912903
  0.0085392   0.15925598  0.3739071   0.19346237 -0.2524891   0.6898823
 -0.14794731  1.1769676  -0.01098251  0.8597336   0.5478115   0.5384598
  0.887743    1.5674782  -0.9095535   0.332963    0.21796227  0.19354057
 -0.7565403  -0.18449068  1.1979389  -1.7730331  -1.2248707   0.23824883
 -0.9626007  -0.15739703 -0.15320969  0.12135887  0.946373    0.3353591
  0.58117294  0.4027443  -0.41723633 -0.5059128  -0.10523033 -0.02438354
  0.9947777   0.16700554 -0.31943417 -0.10192871  0.49652863 -0.2672696
 -0.26114655 -0.3912406   2.3775635   0.6236458 ]"
-875.3780208295391,-2534.7077238718516,-1506.046261870415,1172.6666666666667,0,0,558078,False,540,539,df77d02046aa4e5081579e7239b58ec2,2021-05-09_12-22-19,1620555739,10.355125904083252,45451.84015369415,12339,walters-mac,192.168.1.238,143.6593053340912,0,8,1.0,1,1,102.10667531517502,35.75169022754824,153.050726547906,0.007203879601916787,0.006382205420768377,0.007856305079198,0.0,0,0,0.0,0,0,0.75,0,1,1.0,1,1,"[-1773.9501259070773, -1532.4414294477265, -912.7637523760458, -2534.7077238718516, -2209.4942427577034, -2085.7430798714768, -875.3780208295391, -1395.354855111882, -1093.9567068212166, -1182.8242530849122, -1218.1808981580173, -1257.760054207531]","[993, 997, 1003, 1250, 1250, 1251, 1161, 1172, 1175, 1262, 1273, 1285]",12.881065975362633,2.5653301160292514,1.3816371095415194,0.17551072768805487,14.721,6793.121,558078,17936000,558078,179360,34.45,53.12142857142858,0.0,19.688440322875977,0.6001007556915283,-19.977224349975586,26.2650203704834,-52.69024658203125,0.00528499111533165,"[-1.86986923e-01 -1.10344887e-01 -4.13542747e-01 -6.30641937e-01
  3.77223969e-01  1.60631180e-01  6.11207962e-01  8.67137909e-02
 -1.51006699e-01  9.73487854e-01 -1.63348770e+00  4.11699295e-01
  6.75790787e-01  1.46869850e+00  8.33124161e-01  8.21628571e-02
 -4.15838420e-01  4.66678619e-01 -7.50537872e-01  5.34679413e-01
 -8.84675980e-01 -2.08358765e-01  2.42500305e-01 -1.35535812e+00
  3.33963394e-01 -6.69136047e-02 -2.02806473e-01 -2.17475891e-01
  1.94496155e-01  4.86680984e-01 -1.51844025e-01  5.43528080e-01
 -5.65013885e-02 -2.40565300e-01  4.89759445e-02 -1.43539429e-01
 -6.27696991e-01 -1.33413315e-01  4.16532087e+00  3.76758575e-01
 -4.27135468e-01 -9.95092392e-01 -2.88637161e-01 -1.96426392e-01
  1.67095184e-01  2.46330261e-01  4.90707397e-01  5.03421783e-01
  4.67777252e-01 -3.98426056e-02 -6.44603729e-01 -3.41941118e-01
  7.30964661e-01  4.40316200e-01  1.09248734e+00 -2.92869186e+00
  1.17359352e+00  7.33312607e-01  2.36633301e-01  9.67655182e-01
  2.07336426e-01 -3.43322754e-04 -4.60257530e-01 -9.76476669e-02
  1.34622574e-01  4.34728622e-01 -1.16410255e-01 -1.03959322e-01
  1.43491745e-01 -2.04455376e-01  6.40888214e-02  2.22774506e-01
 -6.98577881e-01  5.56785583e-01  2.16066360e-01 -3.58467102e-02
 -1.39699745e+00 -2.56977797e-01 -5.14602661e-02 -9.69786644e-01
 -2.11219788e-02 -1.06107998e+00 -1.41101360e-01 -1.00817108e+00
 -2.33078003e-01  2.87823677e-01  1.69247627e-01 -1.51435137e-01
 -6.66751862e-02 -2.01408386e-01 -3.28050613e-01 -1.41479492e-01
  3.97253036e-02 -8.55228424e-01 -2.13809133e-01  2.10524559e-01
  2.96497345e-01  4.48922157e-01  2.98408508e-01 -2.67896175e-01]"
378.68597502665705,-2534.7077238718516,-1145.920449229007,1184.6666666666667,3,0,559080,False,543,540,df77d02046aa4e5081579e7239b58ec2,2021-05-09_12-23-38,1620555818,79.42248511314392,45531.2626388073,12339,walters-mac,192.168.1.238,223.0817904472351,0,9,0.8666666666666667,0,1,93.40237862967554,5.061551210478967,153.050726547906,0.04754068396302709,0.006382205420768377,0.4357366447805999,0.13333333333333333,0,1,0.06666666666666667,0,1,0.6666666666666666,0,1,0.8666666666666667,0,1,"[378.68597502665705, 128.2412683729965, 376.82116061022407, -1773.9501259070773, -1532.4414294477265, -912.7637523760458, -2534.7077238718516, -2209.4942427577034, -2085.7430798714768, -875.3780208295391, -1395.354855111882, -1093.9567068212166, -1182.8242530849122, -1218.1808981580173, -1257.760054207531]","[1170, 1272, 1256, 993, 997, 1003, 1250, 1250, 1251, 1161, 1172, 1175, 1262, 1273, 1285]",12.6766410433332,2.5092356688796684,1.3425836749805167,0.17425813830638454,14.109,7087.667,559080,17969400,559080,179694,33.09107142857143,54.439285714285724,0.0,17.81795310974121,0.27167442440986633,-18.12309455871582,26.624300003051758,-55.43412399291992,-0.025880344212055206,"[-1.70989990e-01  1.05786324e-01 -4.69150543e-01  9.92584229e-03
  3.80683899e-01  2.00462341e-03  5.14743805e-01 -4.74524498e-01
  2.08998799e+00 -2.59857178e-02  4.03704166e-01 -1.47943497e-01
 -1.23194695e-01 -1.41488647e+00  6.29590988e-01 -5.60597420e-01
 -3.03533554e-01  1.30691528e-02 -5.36121368e-01 -3.73521805e-01
  9.18846130e-02 -1.31618500e-01  6.09573364e-01 -2.13939667e-01
  3.41300964e-01 -1.11343384e-01 -8.10779572e-01 -9.35249329e-02
  1.96222305e-01 -2.08511353e-02  1.20910645e-01 -1.05655670e-01
 -3.97987366e-02 -9.32430267e-01 -2.12446213e-01 -3.50509644e-01
 -1.69748306e-01  4.29187775e-01 -9.54914093e-02 -2.28496552e-01
  3.84880066e-01  6.70734406e-01 -5.51902771e-01  8.07418823e-02
 -1.10552979e+00 -1.52143478e-01  2.33116150e-01  4.03408051e-01
 -2.70981789e-01  1.43611431e-01  2.97264099e-01  2.47556210e-01
  1.62632942e-01  5.48973083e-01 -1.35931492e-01  9.00136948e-01
  5.00875473e-01 -5.47384262e-01  8.90007019e-01 -5.25154114e-01
  9.94148254e-02 -1.79612160e-01  3.59279871e-01 -2.76931763e-01
 -4.90989685e-02 -1.94314003e-01 -1.35444641e-01 -3.10939789e-01
 -3.08389664e-01 -1.46423340e-01  4.03730392e-01  2.41381168e-01
  7.01293945e-02 -3.31273079e-02  1.59301758e-02 -5.19063950e-01
 -1.73676491e-01  3.11985016e-01  1.52920723e-01  2.70317078e-01
  1.42681909e+00 -1.56841278e-02  3.37979317e-01 -1.90177631e+00
  2.70519257e-02  1.18343830e-01  1.82868958e-01  5.75948238e-01
 -1.06171274e+00 -1.69496536e-01 -1.37687683e-01 -1.01772881e+00
 -3.60408783e-01  1.06097221e-01 -3.10466766e-01  2.38285065e-02
  6.28080368e-02 -2.77694464e-01  1.42204285e-01  6.62031174e-02]"
378.68597502665705,-2534.7077238718516,-1145.920449229007,1184.6666666666667,0,0,560082,False,543,541,df77d02046aa4e5081579e7239b58ec2,2021-05-09_12-23-50,1620555830,12.270315885543823,45543.53295469284,12339,walters-mac,192.168.1.238,235.35210633277893,0,10,0.8666666666666667,0,1,93.40237862967551,5.061551210478967,153.050726547906,0.04754068396302709,0.006382205420768377,0.4357366447805999,0.13333333333333333,0,1,0.06666666666666667,0,1,0.6666666666666666,0,1,0.8666666666666667,0,1,"[-1773.9501259070773, -1532.4414294477265, -912.7637523760458, -2534.7077238718516, -2209.4942427577034, -2085.7430798714768, -875.3780208295391, -1395.354855111882, -1093.9567068212166, -1182.8242530849122, -1218.1808981580173, -1257.760054207531, 378.68597502665705, 128.2412683729965, 376.82116061022407]","[993, 997, 1003, 1250, 1250, 1251, 1161, 1172, 1175, 1262, 1273, 1285, 1170, 1272, 1256]",12.676641043333197,2.5092356688796684,1.3425836749805171,0.1742581383063845,28.75,3478.271,560082,18002800,560082,180028,22.43529411764706,56.92352941176471,0.0,20.741771697998047,0.20478153228759766,-20.999038696289062,25.73851776123047,-62.14550018310547,-0.04424137622117996,"[-1.1868591  -0.10294342  0.6599808  -0.20610905 -0.51322556 -0.4931491
  1.2129364   0.49148655 -0.3559494   0.1769892  -0.8971634   0.05368042
 -0.09032059  0.7948694  -0.35207367 -0.27306747 -0.49181366 -0.04749894
  0.08552551  0.6956425  -0.06738758  0.51013565  0.24240112 -0.06975746
  0.4380951  -0.17294693  0.3502388  -0.35559273 -0.99312973 -0.08646393
 -0.3395195  -0.39104939 -1.1564865  -0.06899405 -0.01381683 -0.4056511
 -1.1136818   0.22362542  0.6219635   0.12882233 -0.06681061 -0.21222687
 -0.03469086 -0.73425865  0.40032864  0.23287868 -0.09492683  0.01150322
  0.71967983  0.18660164 -0.09046173 -0.8700714  -0.12342358  0.02008557
 -0.03166389  0.35198212  0.16579628 -0.13004208 -0.11944103  0.37594986
  0.40847683  0.34599876  0.02614212 -0.9252701   0.7001133   0.14252949
  1.2684898   0.04452133 -0.1300745  -0.14294243  0.39401054  0.40818882
 -0.4455999  -0.5961914   0.22045135 -0.2551031   0.6662617  -0.29662704
  0.73203087  0.14556217 -0.34033585 -0.18830109 -0.15484238 -0.8126869
 -0.2633133  -0.6024513  -1.292244    0.38488293 -0.12140942  0.89775085
  0.29850006 -0.2579093   0.06613159 -0.3924508  -0.10573387  0.03987217
 -0.94046783 -0.29952812  0.30647755  0.24442291]"
